,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
5430,STAG Industrial Inc,STAG Industrial,STAG,STAG INDUSTRIAL INC,100,88
15918,Stagecoach Group PLC,Stagecoach,SGC,STAGECOACH GROUP PLC.,100,67
22304,Standard Chartered PLC,Standard Chartered,2888,STANDARD CHARTERED PLC,100,90
2137,Standard Lithium Ltd,Standard Lithium,SLL,STANDARD LITHIUM LTD,100,89
5222,Standard Motor Products Inc,Standard Motor Products,SMP,STANDARD MOTOR PRODS,85,93
25554,Stanley Electric Co Ltd,Stanley Electric Co Ltd,6923,STANLEY ELECTRIC CO LTD,100,100
1065,Stantec Inc,Stantec,STN,STANTEC INC,100,78
7523,Star Bulk Carriers Corp,Star Bulk Carriers,SBLK,STAR BULK CARRIERS CORP,100,88
7523,Star Bulk Carriers Corp,Star Bulk Carriers,SBLK,STAR BULK CARRIERS CORP,100,88
28808,Star Flyer Inc,Star Flyer,9206,STAR FLYER INC,100,83
27784,Star Mica Holdings Co Ltd,Star Mica,2975,STAR MICA HOLDINGS CO LTD,100,53
27068,Star Micronics Co Ltd,Star Micronics,7718,STAR MICRONICS CO LTD,100,80
2440,Starbucks Corp,Starbucks,SBUX,STARBUCKS CORP,100,78
1742,Starcore International Mines Ltd,Starcore Intl Mines,SAM,STARCORE INTERNATIONAL MINES,93,81
22674,Starlite Holdings Ltd,Starlite,0403,STARLITE HOLDINGS LIMITED,91,48
17219,Starpharma Holdings Ltd,Starpharma Holdings,SPL,STARPHARMA HOLDINGS LTD,100,90
14951,Starrag Group Holding AG,Starrag Group Holding AG,STGN,STARRAG GROUP HOLDING AG,100,100
5621,StarTek Inc,StarTek,SRT,STARTEK INC.,100,78
5223,Starwood Property Trust Inc,Starwood Property,STWD,STARWOOD PROPERTY TRUST INC,100,77
27983,Starzen Co Ltd,Starzen Co Ltd,8043,STARZEN CO LTD,100,100
3464,State Street Corp,State Street,STT,STATE STREET CORP,100,83
17379,Steadfast Group Ltd,Steadfast Group,SDF,STEADFAST GROUP LTD,100,88
4379,StealthGas Inc,StealthGas,GASS,STEALTHGAS INC,100,83
17048,Steamships Trading Company Ltd,Steamships Trading,SST,STEAMSHIPS TRADING COMPANY,93,82
23207,Steel Authority of India Ltd.,Steel Authority,SAIL,STEEL AUTHORITY OF INDIA,92,77
4630,Steel Connect Inc,Steel Connect,STCN,STEEL CONNECT INC,100,87
2993,Steel Dynamics Inc,Steel Dynamics,STLD,STEEL DYNAMICS INC,100,88
6920,Stein Mart Inc,Stein Mart,SMRT,STEIN MART INC,100,83
1943,Stelco Holdings Inc,Stelco,STLC,STELCO HOLDINGS INC,100,48
26009,Stella Chemifa Corp,Stella Chemifa Corp,4109,STELLA CHEMIFA CORP,100,100
1743,Stella-Jones Inc.,Stella-Jones Inc.,SJ,STELLA-JONES INC,100,100
27544,Step Co Ltd,Step Co Ltd,9795,STEP CO LTD,100,100
3382,Stericycle Inc,Stericycle,SRCL,STERICYCLE INC,100,83
5622,STERIS plc,STERIS,STE,STERIS PLC,100,75
5526,Sterling Bancorp,Sterling Bancorp,STL,STERLING BANCORP/DE,91,91
6932,Sterling Construction Company Inc,Sterling Construction,STRL,STERLING CONSTRUCTION CO,84,93
16015,Sterling Energy PLC,Sterling Energy,SEY,STERLING ENERGY PLC,100,88
6916,Steven Madden Ltd,Steven Madden,SHOO,STEVEN MADDEN LTD,100,87
3513,Stewart Information Services Corp,Stewart Info Services,STC,STEWART INFORMATION SERVICES,92,86
21495,Steyr Motors Co Ltd,Bothwin Invest A,000760,STEYR MOTORS CO LTD - A,95,38
15992,Sthree Plc,Sthree,STHR,STHREE PLC,100,75
16130,Stobart Group Ltd,Stobart,STOB,STOBART GROUP LTD,100,58
6415,Stock Yards Bancorp Inc,Stock Yards Bancorp,SYBT,STOCK YARDS BANCORP INC,100,90
5549,Stoneridge Inc,Stoneridge,SRI,STONERIDGE INC,100,83
2064,Storage Vault Canada Inc,Storage Vault Canada,SVI,STORAGEVAULT CANADA INC.,98,88
11813,Storebrand ASA,Storebrand,STB,STOREBRAND ASA,100,83
17423,Story-I Ltd,Story-I,SRY,STORY-I LTD,100,78
9544,Stradim Espace Finances SA,Stradim Espace Finances,ALSAS,STRADIM-ESPACE FINANCES SA,100,94
17128,Strandline Resources Ltd,Strandline,STA,STRANDLINE RESOURCES LTD,100,59
4610,STRATA Skin Sciences Inc,STRATA Skin Sciences,SSKN,STRATA SKIN SCIENCES INC,100,91
6715,Stratasys Ltd,Stratasys Ltd,SSYS,STRATASYS LTD,100,100
6931,Strategic Education Inc,Strategic Education,STRA,STRATEGIC EDUCATION INC,100,90
7365,Stratus Properties Inc,Stratus,STRS,STRATUS PROPERTIES INC,100,48
14900,Straumann Holding AG,Straumann Holding AG,STMN,STRAUMANN HOLDING AG-REG,91,91
28871,Stream Co Ltd,Stream,3071,STREAM CO LTD,100,63
1567,Street Capital Group Inc,Street Capital,SCB,STREET CAPITAL GROUP INC,100,74
26825,Striders Corp,Striders,9816,STRIDERS CORP,100,76
1362,Strikepoint Gold Inc,Strikepoint Gold,SKP,STRIKEPOINT GOLD INC,100,89
1354,Strongbow Exploration Inc.,Strongbow Exploration,SBW,STRONGBOW EXPLORATION INC,100,91
6636,Strongbridge Biopharma plc,Strongbridge Biopharma plc,SBBP,STRONGBRIDGE BIOPHARMA PLC,100,100
3136,Stryker Corp,Stryker,SYK,STRYKER CORP,100,74
1170,Stuart Olson Inc,Stuart Olson,SOX,STUART OLSON INC,100,86
25791,Studio Alice Co Ltd,Studio Alice Co Ltd,2305,STUDIO ALICE CO LTD,100,100
22564,Styland Holdings Ltd,Styland,0211,STYLAND HOLDINGS LTD.,100,52
25237,Subaru Corp,Subaru Corp,7270,SUBARU CORP,100,100
11817,Subsea 7 SA,Subsea 7,SUBC,SUBSEA 7 SA,100,84
2023,SugarBud Craft Growers Corp,SugarBud Craft,SUGR,SUGARBUD CRAFT GROWERS CORP,100,68
25580,Sugi Holdings Co Ltd,Sugi Holdings Co Ltd,7649,SUGI HOLDINGS CO LTD,100,100
25344,SUMCO Corp.,SUMCO Corp.,3436,SUMCO CORP,100,100
27393,Sumida Corp,Sumida Corp,6817,SUMIDA CORP,100,100
25941,Suminoe Textile Co Ltd,Suminoe Textile,3501,SUMINOE TEXTILE CO LTD,100,81
25467,Sumitomo Bakelite Co Ltd,Sumitomo Bakelite Co Ltd,4203,SUMITOMO BAKELITE CO LTD,100,100
25371,"Sumitomo Chemical Co., Ltd.",Sumitomo Chemical,4005,SUMITOMO CHEMICAL CO LTD,100,83
25235,Sumitomo Dainippon Pharma Co Ltd,Sumitomo Dainippon Pharma,4506,SUMITOMO DAINIPPON PHARMA CO,93,94
25226,"Sumitomo Heavy Industries, Ltd.",Sumitomo Heavy Industries,6302,SUMITOMO HEAVY INDUSTRIES,93,100
25391,"Sumitomo Metal Mining Co., Ltd.",Sumitomo Metal Mining,5713,SUMITOMO METAL MINING CO LTD,100,86
25683,Sumitomo Mitsui Construction,Sumitomo Mitsui Construction,1821,SUMITOMO MITSUI CONSTRUCTION,100,100
25364,Sumitomo Mitsui Financial,Sumitomo Mitsui Financial,8316,SUMITOMO MITSUI FINANCIAL GR,94,94
26185,Sumitomo Mitsui Trust Holdings,Sumitomo Mitsui,8309,SUMITOMO MITSUI TRUST HOLDIN,97,70
25323,"Sumitomo Osaka Cement Co., Ltd.",Sumitomo Osaka Cement,5232,SUMITOMO OSAKA CEMENT CO LTD,100,86
27719,Sumitomo Precision Products Co Ltd,Sumitomo Precision Product,6355,SUMITOMO PRECISION PRODUCTS,89,98
25247,Sumitomo Realty & Development Co.,Sumitomo Realty & Development Co.,8830,SUMITOMO REALTY & DEVELOPMEN,93,93
25995,Sumitomo Seika Chemicals Co Ltd,Sumitomo Seika Chemicals,4008,SUMITOMO SEIKA CHEMICALS CO,93,94
17306,Summerset Group Holdings Ltd,Summerset Group,SNZ,SUMMERSET GROUP HOLDINGS LTD,100,70
22036,Summit Ascent Holdings Ltd,Summit Ascent,0102,SUMMIT ASCENT HOLDINGS LTD,100,67
6409,Summit Financial Group Inc,Summit Financial,SMMF,SUMMIT FINANCIAL GROUP INC,100,76
5210,Summit Hotel Properties Inc,Summit Hotel Properties,INN,SUMMIT HOTEL PROPERTIES INC,100,92
6412,Summit State Bank,Summit State Bank,SSBI,SUMMIT STATE BANK,100,100
9561,Sumo Resources PLC,Sumo Resources PLC,MLSUM,SUMO RESOURCES PLC,100,100
21830,Sun Art Retail Group Ltd,Sun Art Retail,6808,SUN ART RETAIL GROUP LTD,100,74
26226,Sun Capital Management Corp,Sun Capital Management,2134,SUN CAPITAL MANAGEMENT CORP,100,90
5432,Sun Communities Inc,Sun,SUI,SUN COMMUNITIES INC,100,27
27140,Sun Frontier Fudousan Co Ltd,Sun Frontier Fudousan,8934,SUN FRONTIER FUDOUSAN CO LTD,100,86
22145,Sun International Group Ltd,Sun International,8029,SUN INTERNATIONAL GROUP LTD,100,77
1059,Sun Life Financial Inc.,Sun Life Financial,SLF,SUN LIFE FINANCIAL INC,100,90
5338,Sun Life Financial Inc,Sun Life Financial,SLF,SUN LIFE FINANCIAL INC,100,90
26461,Sun Life Holding Co Ltd,Sun Life,7040,SUN LIFE HOLDING CO LTD,100,52
2209,Sun Metals Corp,Sun Metals,SUNM,SUN METALS CORP,100,80
27346,Suncall Corp,Suncall Corp,5985,SUNCALL CORP,100,100
5458,SunCoke Energy Inc,SunCoke Energy,SXC,SUNCOKE ENERGY INC,100,88
1066,Suncor Energy Inc,Suncor Energy,SU,SUNCOR ENERGY INC,100,87
17156,Sundance Energy Australia Ltd,Sundance Energy,SEA,SUNDANCE ENERGY AUSTRALIA LT,98,70
17030,Sundance Resources Ltd,Sundance Resources,SDL,SUNDANCE RESOURCES LTD,100,90
25660,Sundrug Co Ltd,Sundrug Co Ltd,9989,SUNDRUG CO LTD,100,100
19617,Suning Universal Co Ltd,Suning Uni A,000718,SUNING UNIVERSAL CO LTD-A,96,65
5047,SunLink Health Systems Inc,SunLink,SSY,SUNLINK HEALTH SYSTEMS INC,100,42
18992,Sunny Loan Top Co Ltd,Sunny Loan Top,600830,SUNNY LOAN TOP CO LTD-A,95,76
6929,SunOpta Inc,SunOpta Inc.,STKL,SUNOPTA INC,100,100
7167,Sunrun Inc,Sunrun Inc,RUN,SUNRUN INC,100,100
21395,Sunstone Development Co Ltd,Sunstone Develop,603612,SUNSTONE DEVELOPMENT CO LT-A,95,73
5200,Sunstone Hotel Investors Inc,Sunstone Hotel Investors,SHO,SUNSTONE HOTEL INVESTORS INC,100,92
17518,Sunstone Metals Ltd,Sunstone Metals,STM,SUNSTONE METALS LTD,100,88
25821,Suntory Beverage & Food Ltd,Suntory Beverage Food,2587,SUNTORY BEVERAGE & FOOD LTD,100,91
3415,SunTrust Banks Inc,SunTrust Banks,STI,SUNTRUST BANKS INC,100,88
1745,Sunwah International Ltd,Sunwah Int,SWH,SUNWAH INTERNATIONAL LTD,100,59
6830,Super League Gaming Inc,Super League Gaming,SLGG,SUPER LEAGUE GAMING INC,100,90
7730,Super Micro Computer Inc,Super Micro Computer,SMCI,SUPER MICRO COMPUTER INC,100,91
17051,Super Retail Group Ltd,Super Retail Group,SUL,SUPER RETAIL GROUP LTD,100,90
26337,Super Value Co Ltd,Super Value,3094,SUPER VALUE CO LTD,100,76
28525,Superbag Co Ltd,Superbag,3945,SUPERBAG CO LTD,100,70
7051,Supercom Lt,Supercom Lt,SPCB,SUPERCOM LTD,96,96
7491,Superconductor Technologies Inc,Superconductor,SCON,SUPERCONDUCTOR TECHNOLOGIES,93,68
17902,Superloop Ltd,Superloop Ltd,SLC,SUPERLOOP LTD,100,100
6558,Supernus Pharmaceuticals Inc,Supernus,SUPN,SUPERNUS PHARMACEUTICALS INC,100,44
1746,Supremex Inc.,Supremex Inc.,SXP,SUPREMEX INC,100,100
28259,SuRaLa Net Co Ltd,SuRaLa Net,3998,SURALA NET CO LTD,100,74
6674,Surface Oncology Inc,Surface Oncology,SURF,SURFACE ONCOLOGY INC,100,89
1883,Surge Copper Corp,Surge Copper,SURG,SURGE COPPER CORP,100,83
7706,SurModics Inc,SurModics,SRDX,SURMODICS INC,100,82
25605,Suruga Bank Ltd,Suruga Bank Ltd,8358,SURUGA BANK LTD,100,100
27230,Sushiro Global Holdings Ltd,Sushiro Global,3563,SUSHIRO GLOBAL HOLDINGS LTD,100,68
18912,Suzhou New District Hi Tech Industrial Co Ltd,Suzhou New District Hi-Tech,600736,SUZHOU NEW DISTRICT HI-TEC-A,74,95
25659,Suzuken Co Ltd,Suzuken Co Ltd,9987,SUZUKEN CO LTD,100,100
27387,Suzuki Co Ltd,Suzuki Co Ltd,6785,SUZUKI CO LTD,100,100
25232,Suzuki Motor Corp.,Suzuki Motor Corp.,7269,SUZUKI MOTOR CORP,100,100
26567,Suzumo Machinery Co Ltd,Suzumo Machinery,6405,SUZUMO MACHINERY CO LTD,100,82
28816,Suzuyo Shinwart Corp,Suzuyo Shinwart,9360,SUZUYO SHINWART CORP,100,86
4776,SVB Financial Group,SVB,SIVB,SVB FINANCIAL GROUP,100,27
13766,Swedish Match AB,Swedish Match,SWMA,SWEDISH MATCH AB,100,90
17053,Swick Mining Services Ltd,Swick Mining Services,SWK,SWICK MINING SERVICES LTD,100,91
2991,Swiss Re AG,Swiss Re,SRENN,SWISS RE AG,100,84
14950,Swissquote Group Holding SA,Swissquote Group Holding SA,SQN,SWISSQUOTE GROUP HOLDING-REG,91,91
1380,Sylogist Ltd.,Sylogist,SYZ,SYLOGIST LTD.,100,80
26452,SymBio Pharmaceuticals Ltd,SymBio Pharmaceuticals,4582,SYMBIO PHARMACEUTICALS LTD,100,92
3135,Symrise AG,Symrise AG,SY1N,SYMRISE AG,100,100
6742,Synacor Inc,Synacor,SYNC,SYNACOR INC,100,78
6711,Synchronoss Technologies Inc,Synchronoss,SNCR,SYNCHRONOSS TECHNOLOGIES INC,100,56
3096,Synchrony Financial,Synchrony Financial,SYF,SYNCHRONY FINANCIAL,100,100
26201,Synclayer Inc,Synclayer,1724,SYNCLAYER INC,100,82
1747,Synex International Inc.,Synex International Inc.,SXI,SYNEX INTERNATIONAL INC,100,100
17307,Synlait Milk Ltd,Synlait Milk,SM1,SYNLAIT MILK LTD,100,86
6629,Synlogic Inc,Synlogic,SYBX,SYNLOGIC INC,100,80
4270,Synopsys Inc,Synopsys,SNPS,SYNOPSYS INC,100,80
3552,Synovus Financial Corp,Synovus,SNV,SYNOVUS FINANCIAL CORP,100,48
5049,Synthetic Biologics Inc,Synthetic Biologics,SYN,SYNTHETIC BIOLOGICS INC,100,90
6939,Sypris Solutions Inc,Sypris,SYPR,SYPRIS SOLUTIONS INC,100,46
17387,Syrah Resources Ltd,Syrah Resources,SYR,SYRAH RESOURCES LTD,100,88
6646,Syros Pharmaceuticals Inc,Syros Pharma,SYRS,SYROS PHARMACEUTICALS INC,100,65
25553,Sysmex Cor,Sysmex Cor,6869,SYSMEX CORP,95,95
26276,System Location Co Ltd,System Location,2480,SYSTEM LOCATION CO LTD,100,81
27614,System Research Co Ltd,System Research,3771,SYSTEM RESEARCH CO LTD,100,81
5596,Systemax Inc,Systemax,SYX,SYSTEMAX INC,100,80
26392,Systems Design Co Ltd,Systems Design,3766,SYSTEMS DESIGN CO LTD,100,80
27612,Systems Engineering Consultants Co Ltd,Systems Engineering Consultants,3741,SYSTEMS ENGINEERING CONSULTA,85,95
25793,Systena Corp,Systena Corp,2317,SYSTENA CORP,100,100
26143,T.Hasegawa Co Ltd,T.Hasegawa Co Ltd,4958,T HASEGAWA CO LTD,100,100
17054,Tabcorp Holdings Ltd,Tabcorp Holdings,TAH,TABCORP HOLDINGS LIMITED,91,80
28454,Tabio Corp,Tabio,2668,TABIO CORP,100,67
6789,Tabula Rasa HealthCare Inc,Tabula Rasa HealthCare,TRHC,TABULA RASA HEALTHCARE INC,100,92
28647,Tacmina Corp,Tacmina,6322,TACMINA CORP,100,74
7813,Tactile Systems Technology Inc,Tactile Systems,TCMD,TACTILE SYSTEMS TECHNOLOGY I,97,70
26998,Tadano Ltd,Tadano Ltd,6395,TADANO LTD,100,100
1748,Taiga Building Products Ltd.,Taiga Building Products,TBL,TAIGA BUILDING PRODUCTS LTD,100,92
25328,Taiheiyo Cement Corp.,Taiheiyo Cement Corp.,5233,TAIHEIYO CEMENT CORP,100,100
25748,Taikisha Ltd,Taikisha Ltd,1979,TAIKISHA LTD,100,100
26072,Taiko Pharmaceutical Co Ltd,Taiko Pharmaceutical,4574,TAIKO PHARMACEUTICAL CO LTD,100,85
5420,Tailored Brands Inc,Tailored Brands,TLRD,TAILORED BRANDS INC,100,88
25200,Taisei Corp.,Taisei Corp.,1801,TAISEI CORP,100,100
26153,Taisei Lamick Co Ltd,Taisei Lamick,4994,TAISEI LAMICK CO LTD,100,79
26079,Taiyo Holdings Co Ltd,Taiyo Holdings,4626,TAIYO HOLDINGS CO LTD,100,80
25401,Taiyo Nippon Sanso Corp,Taiyo Nippon Sanso Corp,4091,TAIYO NIPPON SANSO CORP,100,100
25382,"Taiyo Yuden Co., Ltd.",Taiyo Yuden,6976,TAIYO YUDEN CO LTD,100,76
25675,Takamatsu Construction Group,Takamatsu Construction Group,1762,TAKAMATSU CONSTRUCTION GROUP,100,100
27370,Takaoka Toko Co Ltd,Takaoka Toko Co Ltd,6617,TAKAOKA TOKO CO LTD,100,100
27198,Takara Bio Inc,Takara Bio,4974,TAKARA BIO INC,100,83
25263,Takara Holdings Inc.,Takara Holdings Inc.,2531,TAKARA HOLDINGS INC,100,100
26130,Takasago International Corp,Takasago International,4914,TAKASAGO INTERNATIONAL CORP,100,90
25320,"Takashimaya Co., Ltd.",Takashimaya,8233,TAKASHIMAYA CO LTD,100,76
25225,"Takeda Pharmaceutical Co., Ltd.",Takeda Pharmaceutical,4502,TAKEDA PHARMACEUTICAL CO LTD,100,86
26982,Takuma Co Ltd,Takuma Co Ltd,6013,TAKUMA CO LTD,100,100
17970,Talga Resources Ltd,Talga Resources Ltd,TLG,TALGA RESOURCES LTD,100,100
13658,Talgo SA,Talgo,TLGO,TALGO SA,100,77
17223,Talisman Mining Ltd,Talisman Mining,TLM,TALISMAN MINING LTD,100,88
26608,Tamagawa Holdings Co Ltd,Tamagawa,6838,TAMAGAWA HOLDINGS CO LTD,100,50
38045,Tamar Petroleum Ltd,Tamar Petroleum,TMRP,TAMAR PETROLEUM LTD,100,88
1394,Tamarack Valley Energy Ltd,Tamarack Valley Energy,TVE,TAMARACK VALLEY ENERGY LTD,100,92
27072,Tamron Co Ltd,Tamron Co Ltd,7740,TAMRON CO LTD,100,100
27023,Tamura Corp,Tamura Corp,6768,TAMURA CORP,100,100
26421,Tanaka Chemical Corp,Tanaka Chemical,4080,TANAKA CHEMICAL CORP,100,86
6946,Tandy Leather Factory Inc,Tandy Leather,TLF,TANDY LEATHER FACTORY INC,100,68
15845,Tanfield Group PLC,Tanfield,TAN,TANFIELD GROUP PLC,100,62
6269,Tanger Factory Outlet Centers Inc,Tanger Factory Outlet Centers,SKT,TANGER FACTORY OUTLET CENTER,92,98
19067,Tangshan Port Group Co Ltd,Tangshan Port,601000,TANGSHAN PORT GROUP CO LTD-A,96,63
7147,Tantech Holdings Ltd,Tantech Holdings Ltd,TANH,TANTECH HOLDINGS LTD,100,100
4141,Taoping Inc,Taoping,TAOP,TAOPING INC.,100,78
3460,Tapestry Inc,Tapestry,TPR,TAPESTRY INC,100,80
2997,Target Corp,Target,TGT,TARGET CORP,100,71
16655,Tarsus Group Plc,Tarsus,TRS,TARSUS GROUP PLC,100,55
1077,Taseko Mines Ltd,Taseko Mines,TKO,TASEKO MINES LTD,100,86
17060,Tassal Group Ltd,Tassal Group,TGR,TASSAL GROUP LTD,100,86
6942,TAT Technologies Ltd,Tat Techno,TATT,TAT TECHNOLOGIES LTD,100,67
23227,Tata Consultancy Services Ltd.,Tata Consultancy,TCS,TATA CONSULTANCY SVCS LTD,93,78
23726,Tata Teleservices (Maharashtra) Ltd,Tata Teleservices,TTML,TATA TELESERVICES MAHARASHTR,92,76
5433,Taubman Centers Inc,Taubman Centers,TCO,TAUBMAN CENTERS INC,100,88
16731,Tavistock Investments Plc,Tavistock,TAVI,TAVISTOCK INVESTMENTS PLC,100,53
26682,Tay Two Co Ltd,Tay Two,7610,TAY TWO CO LTD,100,67
25998,Tayca Corp,Tayca Corp,4027,TAYCA CORP,100,100
6943,Taylor Devices Inc,Taylor Devices,TAYD,TAYLOR DEVICES INC,100,88
28680,TB Group Inc,TB Group,6775,TB GROUP INC,100,80
16838,TBC Bank Group PLC,TBC Bank Group,TBCG,TBC BANK GROUP PLC,100,88
26858,TBCSCAT Inc,TBCSCAT,3974,TBCSCAT INC,100,78
1080,TC Energy Corp,TC Energy,TRP,TC ENERGY CORP,100,78
7237,TDH Holdings Inc,TDH Holdings,PETZ,TDH HOLDINGS INC,100,86
4779,TE Connectivity Ltd,TE Connectivity,TEL,TE CONNECTIVITY LTD,100,88
11928,Team Tankers International Ltd,Team Tankers International Ltd,TEAM,TEAM TANKERS INTERNATIONAL L,97,97
28293,TeamSpirit Inc,TeamSpirit,4397,TEAMSPIRIT INC,100,83
25817,Tear Corp,Tear Corp,2485,TEAR CORP,100,100
7495,Technical Communications,Technical Communications,TCCO,TECHNICAL COMMUNICATIONS,100,100
3793,TechnipFMC PLC,TechnipFMC,FTI,TECHNIPFMC PLC,100,83
46025,Technology Select Sector SPDR,Technology Select Sector SPDR,XLK,TECHNOLOGY SELECT SECT SPDR,96,96
26896,TechnoPro Holdings Inc,TechnoPro Holdings,6028,TECHNOPRO HOLDINGS INC,100,90
6952,TechTarget Inc,TechTarget,TTGT,TECHTARGET,83,100
21844,Techtronic Industries Co Ltd,Techtronic Industries,0669,TECHTRONIC INDUSTRIES CO LTD,100,86
3471,Teck Resources Ltd Class B,Teck Resources B,TECK,TECK RESOURCES LTD-CLS B,96,80
7007,Tecnoglass Inc,Tecnoglass,TGLS,TECNOGLASS INC,100,83
16792,Ted Baker PLC,Ted Baker,TED,TED BAKER PLC,100,82
7546,Tegna Inc,Tegna,TGNA,TEGNA INC,100,71
25920,Teikoku Sen-I Co Ltd,Teikoku Sen I,3302,TEIKOKU SEN-I CO LTD,100,79
25682,Tekken Corp,Tekken Corp,1815,TEKKEN CORP,100,100
8333,Telecom Italia Spa,Telecom Italia,TIT,TELECOM ITALIA SPA,100,88
10468,Telecom Plus PLC,Telecom Plus,TEP,TELECOM PLUS PLC,100,86
22265,Telecom Service One Holdings Ltd,Telecom Service One,3997,TELECOM SERVICE ONE HOLDINGS,93,81
7554,Teledyne Technologies Incorporated,Teledyne Technologies,TDY,TELEDYNE TECHNOLOGIES INC,85,91
8335,Telefonica SA,Telefonica,TEF,TELEFONICA SA,100,87
6719,TeleNav Inc,TeleNav,TNAV,TELENAV INC,100,78
8246,Telenet Group Holding NV,Telenet,TNET,TELENET GROUP HOLDING NV,100,45
21786,Television Broadcasts Ltd,Television Broadcasts,0511,TELEVISION BROADCASTS LTD,100,91
17978,Telix Pharmaceuticals Ltd,Telix Pharma,TLX,TELIX PHARMACEUTICALS LTD,100,65
4646,Tellurian Inc,Tellurian,TELL,TELLURIAN INC,100,82
38038,Telrad Networks Ltd,Telrad Networks,TLRD,TELRAD NETWORKS LTD,100,88
28316,Temairazu Inc,Temairazu,2477,TEMAIRAZU INC,100,82
14649,Tempest Security AB,Tempest Security,TSEC,TEMPEST SECURITY AB,100,91
16012,Temple Bar Investment Trust,Temple Bar,TMPL,TEMPLE BAR INVESTMENT TRUST,100,54
1390,Temple Hotels Inc,Temple Hotels,TPH,TEMPLE HOTELS INC,100,87
17058,Templeton Global Growth Fund Ltd,Templeton Global Growth,TGG,TEMPLETON GLOBAL GROWTH FUND,93,90
7628,Tempur Sealy International Inc,Tempur Sealy,TPX,TEMPUR SEALY INTERNATIONAL I,97,60
22257,Tempus Holdings Ltd,Tempus Holdings Ltd,6880,TEMPUS HOLDINGS LTD,100,100
27831,Ten Allied Co Ltd,Ten Allied Co Ltd,8207,TEN ALLIED CO LTD,100,100
6823,Tenable Holdings Inc,Tenable,TENB,TENABLE HOLDINGS INC,100,52
4743,Tenax Therapeutics Inc,Tenax Therapeutics,TENX,TENAX THERAPEUTICS INC,100,90
22020,Tencent Holdings Ltd,Tencent Holdings,0700,TENCENT HOLDINGS LTD,100,89
22078,Tenwow International Holdings Ltd,Tenwow Int,1219,TENWOW INTERNATIONAL HOLDING,92,53
7447,Tenzing Acquisition Corp,Tenzing Acquisition,TZAC,TENZING ACQUISITION CORP,100,88
7447,Tenzing Acquisition Corp,Tenzing Acquisition,TZAC,TENZING ACQUISITION CORP,100,88
3551,Teradata Corp,Teradata,TDC,TERADATA CORP,100,76
3718,Teradyne Inc,Teradyne,TER,TERADYNE INC,100,80
1752,TeraGo Inc.,TeraGo Inc.,TGO,TERAGO INC,100,100
1487,Teranga Gold Corp,Teranga Gold,TGZ,TERANGA GOLD CORP,100,83
26587,Terasaki Electric Co Ltd,Terasaki Electric,6637,TERASAKI ELECTRIC CO LTD,100,83
26365,Terilogy Co Ltd,Terilogy,3356,TERILOGY CO LTD,100,70
22606,Tern Properties Co Ltd,Tern Properties,0277,TERN PROPERTIES,81,100
7122,TerraForm Power Inc,TerraForm Power,TERP,TERRAFORM POWER INC - A,95,83
17068,Terramin Australia Ltd.,Terramin Australia.,TZN,TERRAMIN AUSTRALIA LIMITED,92,82
27668,Terrasky Co Ltd,Terrasky,3915,TERRASKY CO LTD,100,70
6417,Territorial Bancorp Inc,Territorial,TBNK,TERRITORIAL BANCORP INC,100,65
25254,Terumo Corp.,Terumo Corp.,4543,TERUMO CORP,100,100
1285,Tervita Corp,Tervita,TEV,TERVITA CORP,100,74
3002,Tesla Inc,Tesla,TSLA,TESLA INC,100,71
13723,Testa Residencial Socimi,Testa Residencial,YTST,TESTA RESIDENCIAL SOCIMI SA,94,77
2153,Tetra Bio Pharma Inc,Tetra Bio Pharma,TBP,TETRA BIO-PHARMA INC,100,89
7689,Tetra Technologies Inc,Tetra Technologies,TTI,TETRA TECHNOLOGIES INC,100,90
11735,Tetragon Financial Group Ltd,Tetragon,TFG,TETRAGON FINANCIAL GROUP LTD,100,44
6238,Texas Capital Bancshares Inc,Texas Capital,TCBI,TEXAS CAPITAL BANCSHARES INC,100,63
8045,Texas Instruments Inc,Texas Instruments,TXN,TEXAS INSTRUMENTS INC,100,89
6957,Texas Roadhouse Inc,Texas Roadhouse,TXRH,TEXAS ROADHOUSE INC,100,88
22123,Texhong Textile Group Ltd,Texhong Textile,2678,TEXHONG TEXTILE GROUP LTD,100,75
3004,Textron Inc,Textron,TXT,TEXTRON INC,100,78
21837,Texwinca Holdings Ltd,Texwinca Holdings,0321,TEXWINCA HOLDINGS LTD,100,89
14277,TF Bank AB,TF Bank,TFBANK,TF BANK AB,100,82
1074,TFI International Inc,TFI Intl,TFII,TFI INTERNATIONAL INC,100,55
6598,Theravance Biopharma Inc,Theravance Biopharma,TBPH,THERAVANCE BIOPHARMA INC,100,91
2999,Thermo Fisher Scientific Inc,Thermo Fisher Scientific,TMO,THERMO FISHER SCIENTIFIC INC,100,92
26600,Thine Electronics Inc,Thine Electronics,6769,THINE ELECTRONICS INC,100,89
1079,Thomson Reuters Corp,Thomson Reuters,TRI,THOMSON REUTERS CORP,100,86
1969,Thor Explorations Ltd.,Thor Explorations,THX,THOR EXPLORATION LTD,98,86
7654,Thor Industries Inc,Thor Industries,THO,THOR INDUSTRIES INC,100,88
17221,Thorn Group Ltd,Thorn Group,TGA,THORN GROUP LTD,100,85
17508,Thorney Technologies Ltd,Thorney Tech,TEK,THORNEY TECHNOLOGIES LTD,100,67
