Ticker,Name-IB,Country-IB,Exchange-IB,Currency-IB,ISIN-19.7,ISIN-IB
3467,AGRATIO URBAN DESIGN INC,Japan,TSEJ,JPY,JP3108170006,JP3108170006
GRO,AGRIA CORP - ADR,,VALUE,USD,,
1288,AGRICULTURAL BANK OF CHINA-H,Hong Kong,SEHK,HKD,,CNE100000Q43
AGJ,AGRICULTURAL LAND TRUST,Australia,ASX,AUD,,
EURI,AGRIEURO CORP,,VALUE,USD,,
AMN,AGRIMIN LTD,Australia,ASX,AUD,,AU000000AMN1
ANO,AGRIMINCO CORP,,VALUE,CAD,,
AGRO,AGRIOS GLOBAL HOLDINGS LTD,Canada,PURE,CAD,,
FBER,AGRITECH WORLDWIDE INC,,VALUE,USD,,
AGTK,AGRITEK HOLDINGS INC,United States of America,PINK,USD,,
AGTA,AGRITERRA LTD,United Kingdom,LSE,GBP,,GG00BDG13C09
1131,AGRITRADE RESOURCES LTD,Hong Kong,SEHK,HKD,BMG0130N1130,
AGU,AGRIUM INC,,VALUE,USD,,
ACMB,AGRO CAPITAL MANAGEMENT CORP,United States of America,PINK,USD,,
AGROPHOS,AGRO PHOS INDIA LTD,India,NSE,INR,,INE740V01019
ATFL,AGRO TECH FOODS LTD,India,NSE,INR,,INE209A01019
4955,AGRO-KANESHO CO LTD,Japan,TSEJ,JPY,JP3108200001,JP3108200001
AGFS,AGROFRESH SOLUTIONS INC,United States of America,NASDAQ,USD,,
AGL,AGROLIGA GROUP PLC,Poland,WSE,PLN,,
AGT,AGROTON PUBLIC LTD,Poland,WSE,PLN,,CY0101062111
AGGL,AGTECH GLOBAL INTERNATIONAL,United States of America,PINK,USD,,
8279,AGTECH HOLDINGS LTD,Hong Kong,SEHK,HKD,BMG0135Z1032,
AGRL,AGUIA RESOURCES LTD,Australia,VALUE,CAD,,AU000000AGR4
AGL,AGUILA AMERICAN GOLD LTD,Canada,VENTURE,CAD,,
AHC,AH BELO CORP-A,United States of America,NYSE,USD,,
AHL,AHALIFE HOLDINGS LTD,Australia,ASX,AUD,AU000000AHL5,
AHIMSA,AHIMSA INDUSTRIES LTD,India,NSE,INR,,
AM1S,AHLSTROM-MUNKSJO OYJ,Sweden,SFB,SEK,,
5852,AHRESTY CORP,Japan,TSEJ,JPY,JP3100600000,JP3100600000
3076,AI HOLDINGS CORP,Japan,TSEJ,JPY,JP3105090009,JP3105090009
AIEQ,AI POWERED EQUITY ETF,,ARCA,USD,,
AIAENG,AIA ENGINEERING LTD,India,NSE,INR,,INE212H01026
1299,AIA GROUP LTD,Hong Kong,SEHK,HKD,HK0000069689,HK0000069689
AIB,AIB GROUP PLC,Ireland,ISED,EUR,,
5482,AICHI STEEL CORP,Japan,TSEJ,JPY,JP3103600007,JP3103600007
6118,AIDA ENGINEERING LTD,Japan,TSEJ,JPY,JP3102400003,JP3102400003
8515,AIFUL CORP,Japan,TSEJ,JPY,JP3105040004,JP3105040004
9854,AIGAN CO LTD,Japan,TSEJ,JPY,JP3101000002,JP3101000002
ALRN,AILERON THERAPEUTICS INC,United States of America,NASDAQ,USD,,
GAPFF,AIMIA INC,United States of America,PINK,USD,,
AIMT,AIMMUNE THERAPEUTICS INC,United States of America,NASDAQ,USD,,
9627,AIN HOLDINGS INC,Japan,TSEJ,JPY,,JP3105250009
AINO,AINO HEALTH AB,Sweden,SFB,SEK,SE0009242555,SE0009242555
AGI,AINSWORTH GAME TECHNOLOGY LT,Australia,ASX,AUD,,AU000000AGI3
6718,AIPHONE CO LTD,Japan,TSEJ,JPY,JP3105050003,JP3105050003
AB1,AIR BERLIN PLC,Germany,FWB,EUR,,GB00B128C026
AC,AIR CANADA,Canada,TSE,CAD,CA0089118776,
0753,AIR CHINA LIMITED-H,Hong Kong,SEHK,HKD,,
AIRYY,AIR CHINA LTD-SPONSORED-ADR,United States of America,PINK,USD,,
AF,AIR FRANCE-KLM,France,SBF,EUR,,FR0000031122
APD,AIR PRODUCTS & CHEMICALS INC,United States of America,US Exchange,,,
AIRAN,AIRAN LTD,India,NSE,INR,,INE645W01026
ABPR,AIRBORNE SECURITY & PROTECTI,United States of America,PINK,USD,,
ABWN,AIRBORNE WIRELESS NETWORK,United States of America,PINK,USD,,
BOS,AIRBOSS OF AMERICA CORP,Canada,TSE,CAD,,
AIR,AIRBUS SE,France,SBF,EUR,,NL0000235190
AYR,AIRCASTLE LTD,,VALUE,USD,,
6944,AIREX INC,Japan,TSEJ,JPY,JP3105150001,
AIRG,AIRGAIN INC,United States of America,NASDAQ,USD,,
ARG,AIRGAS INC,,US Exchange,,,
IQ,AIRIQ INC,Canada,VENTURE,CAD,,
ANTE,AIRNET TECHNOLOGY INC-ADR,United States of America,NASDAQ,USD,,
CSSA,AIROPACK TECHNOLOGY GROUP AG,Switzerland,VALUE,EUR,,
ARPT,AIRPORT CITY LTD,Israel,TASE,ILS,IL0010958358,IL0010958358
8864,AIRPORT FACILITIES CO LTD,Japan,TSEJ,JPY,JP3266050008,JP3266050008
AIPUY,AIRPORTS OF THAILAND PCL-ADR,United States of America,PINK,USD,,
AIRO,AIRSPAN NETWORKS INC,United States of America,PINK,USD,,
6291,AIRTECH JAPAN LTD,Japan,TSEJ,JPY,JP3688100001,JP3688100001
AAF,AIRTEL AFRICA PLC,United Kingdom,LSE,GBP,,GB00BKDRYJ47
ATCH,AIRTOUCH COMMUNICATIONS INC,United States of America,DOLLR4LOT,USD,,
6191,AIRTRIP CORP,Japan,TSEJ,JPY,,JP3167240005
7283,AISAN INDUSTRY CO LTD,Japan,TSEJ,JPY,JP3101600009,JP3101600009
4667,AISAN TECHNOLOGY CO LTD,Japan,TSEJ,JPY,JP3101800005,JP3101800005
7259,AISIN SEIKI CO LTD,Japan,TSEJ,JPY,,JP3102000001
600271,AISINO CORP-A,China,SEHKNTL,CNH,,CNE000001FB1
ASYI,AISYSTEMS INC,,VALUE,USD,,
9381,AIT CORP,Japan,TSEJ,JPY,JP3160050005,JP3160050005
AIXA,AIXTRON SE,Germany,IBIS,EUR,,DE000A0WMPJ6
8708,AIZAWA SECURITIES CO LTD,Japan,TSEJ,JPY,JP3101850000,JP3101850000
AJB,AJ BELL PLC,United Kingdom,LSE,GBP,,GB00BFZNLB60
AJL,AJ LUCAS GROUP LIMITED,Australia,ASX,AUD,,AU000000AJL1
AJANTPHAR,AJANTA PHARMA LTD,India,NSE,INR,,INE031B01049
2802,AJINOMOTO CO INC,Japan,TSEJ,JPY,,JP3119600009
0538,AJISEN CHINA HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG0192S1093,
AJMERA,AJMERA REALTY & INFRA INDIA,India,NSE,INR,,INE298G01027
1789,AK MEDICAL HOLDINGS LTD,Hong Kong,SEHK,HKD,,
AKS,AK STEEL HOLDING CORP,Mexico,US Exchange,,US0015471081,
AKAM,AKAMAI TECHNOLOGIES INC,United States of America,US Exchange,,,
AKTX,AKARI THERAPEUTICS PLC-ADR,United States of America,NASDAQ,USD,,
1997,AKATSUKI EAZIMA CO LTD,Japan,TSEJ,JPY,JP3131000006,JP3131000006
AKCA,AKCEA THERAPEUTICS INC,United States of America,NASDAQ,USD,,
AKBA,AKEBIA THERAPEUTICS INC,United States of America,NASDAQ,USD,,
7238,AKEBONO BRAKE INDUSTRY CO,Japan,TSEJ,JPY,,JP3108400007
AKER,AKER ASA-A SHARES,Norway,OSE,NOK,,NO0010234552
AKRYY,AKER SOLUTIONS ASA-UNSP ADR,United States of America,PINK,USD,,
KERN,AKERNA CORP,United States of America,NASDAQ,USD,,
AKRO,AKERO THERAPEUTICS INC,United States of America,NASDAQ,USD,,
1380,AKIKAWA FOODS & FARMS CO LTD,Japan,TSEJ,JPY,JP3107400008,JP3107400008
8343,AKITA BANK LTD/THE,Japan,TSEJ,JPY,,JP3107600003
AKTAF,AKITA DRILLING LTD-CL A,United States of America,PINK,USD,,
AKRXQ,AKORN INC,United States of America,PINK,USD,,
AKTS,AKOUSTIS TECHNOLOGIES INC,United States of America,NASDAQ,USD,,
AKSHOPTFB,AKSH OPTIFIBRE LIMITED,India,NSE,INR,,INE523B01011
AKSHARCHE,AKSHARCHEM INDIA LTD,India,NSE,INR,,INE542B01011
AKTIA,AKTIA BANK OYJ,Finland,HEX,EUR,,FI4000058870
AKMNF,AKUMIN INC,United States of America,PINK,USD,,
AKVA,AKVA GROUP ASA,Norway,OSE,NOK,,NO0003097503
AKZOINDIA,AKZO NOBEL INDIA LTD,India,NSE,INR,,INE133A01011
AKZA,AKZO NOBEL N.V.,Netherlands,AEB,EUR,,NL0013267909
8360,AL GROUP LTD,Hong Kong,SEHK,HKD,,
AAIIQ,ALABAMA AIRCRAFT INDUSTRIES,United States of America,PINK,USD,,
ASR,ALACER GOLD CORP,Canada,TSE,CAD,CA0106791084,
ASPT,ALADDIN SEPARATION TECH INC,,VALUE,USD,,
ALG,ALAMO GROUP INC,United States of America,NYSE,USD,,
AGI,ALAMOS GOLD INC-CLASS A,Canada,NYSE,USD,,
ALAN,ALANCO TECHNOLOGIES INC,United States of America,PINK,USD,,
ALANKIT,ALANKIT LTD,India,NSE,INR,,INE914E01040
AUQ,ALARA RESOURCES LTD,Australia,ASX,AUD,AU000000AUQ7,AU000000AUQ7
AD,ALARIS ROYALTY CORP,Canada,TSE,CAD,,
ALRM,ALARM.COM HOLDINGS INC,United States of America,NASDAQ,USD,,
ALK,ALASKA AIR GROUP INC,Germany,US Exchange,,,
AKGC,ALASKA GOLD CORP,,VALUE,USD,,
ASKE,ALASKA PACIFIC ENERGY CORP,United States of America,PINK,USD,,
APTL,ALASKA POWER & TELEPHONE CO,United States of America,PINK,USD,,
ALBA,ALBA MINERAL RESOURCES PLC,United Kingdom,LSE,GBP,,GB00B06KBB18
ABA,ALBA SE,Germany,FWB,EUR,,DE0006209901
AIN,ALBANY INTL CORP-CL A,United States of America,NYSE,USD,,
ALB,ALBEMARLE CORP,Germany,US Exchange,,,
ALBERTDAV,ALBERT DAVID LTD,India,NSE,INR,,INE155C01010
3906,ALBERT INC,Japan,TSEJ,JPY,JP3126460009,JP3126460009
ALAC,ALBERTON ACQUISITION CORP,United States of America,NASDAQ,USD,,
ALAC,ALBERTON ACQUISITION CORP,United States of America,NASDAQ,USD,,
AADV,ALBION DEVELOPMENT VCT PLC,United Kingdom,LSE,GBP,,GB0004832472
AATG,ALBION TECHNOLOGY & GENERAL,United Kingdom,LSE,GBP,,GB0005581672
ALBO,ALBIREO PHARMA INC,Germany,NASDAQ,USD,,
ALCAD,ALCADON GROUP AB,Sweden,SFB,SEK,,SE0008732218
LQSIF,ALCANNA INC,United States of America,PINK,USD,,
ALU,ALCATEL-LUCENT-SPONSORED ADR,,VALUE,USD,,
AEFS,ALCENTRA EUROPEAN FLOATING R,United Kingdom,LSE,GBP,,
ALCHEM,ALCHEMIST LTD,India,NSE,INR,,
AMS,ALCHEMIST MINING INC,Canada,PURE,CAD,,
ALMY,ALCHEMY CREATIVE INC,,VALUE,USD,,
ALY,ALCHEMY RESOURCES LTD,Australia,ASX,AUD,AU000000ALY0,AU000000ALY0
ALC,ALCIDION GROUP LTD,Australia,ASX,AUD,,AU000000ALC6
0328,ALCO HOLDINGS LTD.,Hong Kong,SEHK,HKD,,
AA,ALCOA CORP,Mexico,US Exchange,,,
3036,ALCONIX CORP,Japan,TSEJ,JPY,JP3126210008,JP3126210008
ALDE,ALDEBARAN RESOURCES INC,Canada,VENTURE,CAD,,
AL8,ALDERAN RESOURCES LTD,Australia,ASX,AUD,,AU000000AL88
ALD,ALDERMORE GROUP PLC,,VALUE,GBP,,
IRON,ALDERON IRON ORE CORP,,VALUE,USD,,
IRON,ALDERON IRON ORE CORP,,VALUE,CAD,,
ALDX,ALDEYRA THERAPEUTICS INC,United States of America,NASDAQ,USD,,
AIW,ALDRIDGE MINERALS INC,,VALUE,CAD,,
AIW,ALDRIDGE MINERALS INC,,VALUE,EUR,,
LEP,ALE PROPERTY GROUP,Australia,ASX,AUD,AU000000LEP0,
AH,ALEAFIA HEALTH INC,Canada,TSE,CAD,,
ALEC,ALECTOR INC,United States of America,NASDAQ,USD,,
ALELIO,ALELION ENERGY SYSTEMS AB,Sweden,SFB,SEK,SE0008348072,SE0008348072
ALEMBICLT,ALEMBIC LIMITED,India,NSE,INR,,INE426A01027
APLLTD,ALEMBIC PHARMACEUTICALS LTD,India,NSE,INR,,INE901L01018
ALR,ALERE INC,,VALUE,USD,,
ALRS,ALERUS FINANCIAL CORP,United States of America,NASDAQ,USD,,
ALEX,ALEXANDER & BALDWIN INC,United States of America,NYSE,USD,,
AAWC,ALEXANDRIA ADVANTAGE WARRANT,United States of America,PINK,USD,,
AZX,ALEXANDRIA MINERALS CORP,,VALUE,CAD,,
ARE,ALEXANDRIA R E EQUITIES INC,,US Exchange,,,
AXU,ALEXCO RESOURCE CORP,United States of America,AMEX,USD,,
ALXN,ALEXION PHARMACEUTICALS INC,Germany,US Exchange,,,
AJX,ALEXIUM INTERNATIONAL GROUP,Australia,ASX,AUD,AU000000AJX6,AU000000AJX6
ALXA,ALEXZA PHARMACEUTICALS INC,,VALUE,USD,,
ALFA,ALFA FINANCIAL SOFTWARE HOLD,United Kingdom,LSE,GBP,,GB00BDHXPG30
ALFA,ALFA LAVAL AB,Sweden,SFB,SEK,SE0000695876,SE0000695876
2784,ALFRESA HOLDINGS CORP,Japan,TSEJ,JPY,JP3126340003,JP3126340003
AGNPF,ALGERNON PHARMACEUTICALS INC,United States of America,PINK,USD,,
ALG,ALGOLD RESOURCES LTD,,VALUE,CAD,,
ALC,ALGOMA CENTRAL CORP,Canada,TSE,CAD,,
AQN,ALGONQUIN POWER & UTILITIES,United States of America,NYSE,USD,,
ALH,ALHAMBRA RESOURCES LTD.,,VALUE,CAD,,
ANZ,ALIANZA MINERALS LTD,Canada,VENTURE,CAD,,
BABA,ALIBABA GROUP HOLDING-SP ADR,Switzerland,NYSE,USD,,
0241,ALIBABA HEALTH INFORMATION T,Hong Kong,SEHK,HKD,,
1060,ALIBABA PICTURES GROUP LTD,Hong Kong,SEHK,HKD,BMG0171W1055,
AQI,ALICANTO MINERALS LTD,Australia,ASX,AUD,,AU000000AQI2
ACNE,ALICE CONS MINING INC,United States of America,PINK,USD,,
ALCO,ALICO INC,United States of America,NASDAQ,USD,,
ALICON,ALICON CASTALLOY LIMITED,India,NSE,INR,,INE062D01024
ALGN,ALIGN TECHNOLOGY INC,Mexico,US Exchange,,,
ALIG,ALIMAK GROUP AB,Sweden,SFB,SEK,,SE0007158910
ANCUF,ALIMENTATION COUCHE-TARD -B,United States of America,PINK,USD,,
ALO,ALIO GOLD INC,Canada,TSE,CAD,CA01627X1087,
ALORY,ALIOR BANK SA - UNSP ADR,United States of America,PINK,USD,,
ALYA,ALITHYA GROUP INC-CLASS A,United States of America,NASDAQ,USD,,
ALJJ,ALJ REGIONAL HOLDINGS INC,United States of America,NASDAQ,USD,,
AKABY,ALK-ABELLO A/S-SPON ADR,United States of America,PINK,USD,,
ALKALI,ALKALI METALS LIMITED,India,NSE,INR,,INE773I01017
WTER,ALKALINE WATER CO INC/THE,Canada,NASDAQ,USD,,
ALKM,ALKAME HOLDINGS INC,United States of America,PINK,USD,,
ALKEM,ALKEM LABORATORIES LTD,India,NSE,INR,,INE540L01014
ALKS,ALKERMES PLC,United States of America,NASDAQ,USD,,
ALKYLAMIN,ALKYL AMINES CHEMICALS LTD,India,NSE,INR,,INE150B01039
AFSE,ALL ENERGY CORP,,VALUE,USD,,
A1OS,ALL FOR ONE GROUP AG,Germany,IBIS,EUR,,DE0005110001
ALBK,ALLAHABAD BANK,,VALUE,INR,,
ALLK,ALLAKOS INC,United States of America,NASDAQ,USD,,
0684,ALLAN INTERNATIONAL HOLDINGS,Hong Kong,SEHK,HKD,,
ALLCARGO,ALLCARGO LOGISTICS LTD,India,NSE,INR,,INE418H01029
ADGL,ALLDIGITAL HOLDINGS INC,,VALUE,USD,,
Y,ALLEGHANY CORP,United States of America,NYSE,USD,,
AYE,ALLEGHENY ENERGY INC,,US Exchange,,,
ATI,ALLEGHENY TECHNOLOGIES INC,United States of America,US Exchange,,,
ABTX,ALLEGIANCE BANCSHARES INC,United States of America,NASDAQ,USD,,
ABPA,ALLEGIANCE BANK OF NORTH AME,,VALUE,USD,,
AHQ,ALLEGIANCE COAL LTD,Australia,ASX,AUD,,AU000000AHQ4
AUXXF,ALLEGIANT GOLD LTD,United States of America,PINK,USD,,
ALGT,ALLEGIANT TRAVEL CO,United States of America,NASDAQ,USD,,
ALLE,ALLEGION PLC,Mexico,US Exchange,,,
ALGRU,ALLEGRO MERGER CORP,,VALUE,USD,,
ALGRU,ALLEGRO MERGER CORP,,VALUE,USD,,
ALNA,ALLENA PHARMACEUTICALS INC,United States of America,NASDAQ,USD,,
ALRY,ALLENERGY INC,,VALUE,USD,,
AGN,ALLERGAN PLC,Mexico,US Exchange,,,
AGNN,ALLERGAN PLC,Mexico,MEXI,MXN,IE00BY9D5467,
AGY,ALLERGY THERAPEUTICS PLC,United Kingdom,LSE,GBP,,GB00B02LCQ05
ALE,ALLETE INC,United States of America,NYSE,USD,,
AQZ,ALLIANCE AVIATION SERVICES L,Australia,ASX,AUD,,AU000000AQZ6
ALLM,ALLIANCE BIOENERGY PLUS INC,United States of America,PINK,USD,,
ADS,ALLIANCE DATA SYSTEMS CORP,Germany,US Exchange,,,
ALAA,ALLIANCE FIBER OPTIC PRODUCT,,VALUE,USD,,
ALAA,ALLIANCE FIBER OPTIC PRODUCT,,VALUE,EUR,,
ALGGY,ALLIANCE GLOBAL GRO-UNSP ADR,United States of America,PINK,USD,,
ACG,ALLIANCE GROWERS CORP,,VALUE,CAD,,
MIJ,ALLIANCE HEALTHCARE GROUP LT,Singapore,SGX,SGD,,SGXE65282837
AHGP,ALLIANCE HOLDINGS GP LP,,VALUE,USD,,
ADTR,ALLIANCE MEDIA HOLDINGS INC,United States of America,PINK,USD,,
ALM,ALLIANCE MINING CORP,Canada,VENTURE,CAD,,
AFB,ALLIANCE NATIONAL MUNI INC,United States of America,NYSE,USD,,
ARLP,ALLIANCE RESOURCE PARTNERS,United States of America,NASDAQ,USD,,
AGS,ALLIANCE RESOURCES LTD,Australia,ASX,AUD,AU000000AGS2,
ATST,ALLIANCE TRUST PLC,United Kingdom,LSE,GBP,GB00B11V7W98,GB00B11V7W98
AB,ALLIANCEBERNSTEIN HOLDING LP,United States of America,NYSE,USD,,
LNT,ALLIANT ENERGY CORP,United States of America,US Exchange,,,
ATT,ALLIANZ TECHNOLOGY TRUST PLC,United Kingdom,LSE,GBP,GB0003390720,GB00BNG2M159
NCV,ALLIANZGI CONVERTIBLE & INCO,United States of America,NYSE,USD,,
NCV,ALLIANZGI CONVERTIBLE & INCO,United States of America,NYSE,USD,,
ACV,ALLIANZGI DIVERSIFIED INCOME,United States of America,NYSE,USD,,
AFC,ALLIED CAPITAL CORP 6 7.8% NOTES,United States of America,NYSE,USD,,
0056,ALLIED PROPERTIES HK LTD,Hong Kong,SEHK,HKD,HK0056039545,
AGE,ALLIGATOR ENERGY LTD,Australia,ASX,AUD,AU000000AGE2,AU000000AGE2
ALSN,ALLISON TRANSMISSION HOLDING,United States of America,NYSE,USD,,
ALMD,ALLIUM MEDICAL SOLUTIONS LTD,Israel,TASE,ILS,IL0011014508,IL0011014508
ALLO,ALLOGENE THERAPEUTICS INC,United States of America,NASDAQ,USD,,
ALLT,ALLOT LTD,Israel,NASDAQ,USD,,
AYR,ALLOY RESOURCES LTD,Australia,ASX,AUD,,
AYSI,ALLOY STEEL INTERNATIONAL,United States of America,PINK,USD,,
ALLN,ALLREAL HOLDING AG-REG,Switzerland,EBS,CHF,,CH0008837566
MDRX,ALLSCRIPTS HEALTHCARE SOLUTI,United States of America,NASDAQ,USD,,
ALLSEC,ALLSEC TECHNOLOGIES LIMITED,India,NSE,INR,,INE835G01018
ALL,ALLSTATE CORP,Germany,US Exchange,,,
LTMP,ALLTEMP INC,United States of America,PINK,USD,,
0833,ALLTRONICS HOLDINGS LIMITED,Hong Kong,SEHK,HKD,,
ALLY,ALLY FINANCIAL INC,United States of America,NYSE,USD,,
ALMA,ALMA MEDIA CORP,Finland,HEX,EUR,,FI0009013114
AMM,ALMADEN MINERALS LTD - B,Canada,TSE,CAD,,
DEX,ALMADEX MINERALS LTD/NEW,Canada,VENTURE,CAD,,
ALM,ALMIRALL SA,Spain,BM,EUR,,ES0157097017
ALMONDZ,ALMONDZ GLOBAL SECURITIES LT,India,NSE,INR,,INE326B01027
AII,ALMONTY INDUSTRIES INC,Canada,TSE,CAD,,
ALNY,ALNYLAM PHARMACEUTICALS INC,Germany,NASDAQ,USD,,
ALOKTEXT,ALOK INDUSTRIES LTD,,VALUE,INR,,
ALGS,ALON NATURAL GAS EXPLORATION,Israel,TASE,ILS,,IL0011176885
ALJ,ALON USA ENERGY INC,,VALUE,USD,,
ALHE,ALONY HETZ PROPERTIES & INV,Israel,TASE,ILS,,IL0003900136
AORO,ALORO MINING CORP,Canada,VENTURE,CAD,,
ALPA,ALPA LABORATORIES LIMITED,India,NSE,INR,,INE385I01010
3028,ALPEN CO LTD,Japan,TSEJ,JPY,JP3126470008,JP3126470008
ALPHA,ALPHA BANK AE,Greece,ATH,EUR,,
ALBKY,ALPHA BANK AE-SPON ADR,United States of America,PINK,USD,,
5TS,ALPHA ENERGY HOLDINGS LTD,Singapore,SGX,SGD,,
AFX,ALPHA FX GROUP PLC,United Kingdom,LSE,GBP,,GB00BF1TM596
3322,ALPHA GROUP INC,Japan,TSEJ,JPY,JP3126370000,JP3126370000
ALGW,ALPHA GROWTH PLC,United Kingdom,LSE,GBP,,GB00BYWKBC49
ALLI,ALPHA LITHIUM CORP,Canada,VENTURE,CAD,,
ANRZQ,ALPHA NATURAL RESOURCES INC,,US Exchange,,,
ANAV,ALPHA NETWORK ALLIANCE VENTU,United States of America,PINK,USD,,
AAP.H,ALPHA PEAK LEISURE INC,,VALUE,CAD,,
APT,ALPHA PRO TECH LTD,United States of America,AMEX,USD,,
0948,ALPHA PROFESSIONAL HOLDINGS LT,Hong Kong,SEHK,HKD,,
ARGP,ALPHA RETURNS GROUP PLC,,VALUE,GBP,,
AHAG,ALPHA TECHNOLOGIES GROUP INC,United States of America,PINK,USD,,
GOOGL,ALPHABET INC,,US Exchange,,,
ABEA,ALPHABET INC-CL A,Germany,IBIS,EUR,,
ALFA,ALPHACLONE ALTERNATIVE ALPHA,,BATS,USD,,
AHAD,ALPHACOM HOLDINGS INC,United States of America,PINK,USD,,
ATF,ALPHAFORM AG,,VALUE,EUR,,
SMCP,ALPHAMARK ACT MANAGED SMALL,,NASDAQ,USD,,
AFM,ALPHAMIN RESOURCES CORP,Canada,VENTURE,CAD,,MU0456S00006
ATEC,ALPHATEC HOLDINGS INC,United States of America,NASDAQ,USD,,
NPA,ALPHINAT INC,Canada,VENTURE,CAD,,
6816,ALPINE ELECTRONICS INC,,VALUE,JPY,,
ALPN,ALPINE IMMUNE SCIENCES INC,United States of America,NASDAQ,USD,,
ALPN,ALPINE SELECT AG-REG SHS,Switzerland,EBS,CHF,,CH0019199550
ALPH,ALPIQ HOLDING AG-REG,,VALUE,CHF,,
6770,ALPS ALPINE CO LTD,Germany,TSEJ,JPY,,JP3126400005
ALRPR,ALROV PROPERTIES AND LODGING,Israel,TASE,ILS,,IL0003870198
ALSE,ALSERES PHARMACEUTICALS INC,United States of America,PINK,USD,,
ALO,ALSTOM,France,VALUE,CHF,,FR0010220475
AOX,ALSTRIA OFFICE REIT-AG,Germany,IBIS,EUR,,DE000A0LD2U1
ARS,ALT RESOURCES LTD,Australia,ASX,AUD,,
AMRQQ,ALTA MESA RESOURCES INC-A,,VALUE,USD,,
AABA,ALTABA INC,Germany,US Exchange,,,
ATBA,ALTABA INC,Germany,IBIS,EUR,,
ACI,ALTAGAS CANADA INC,,VALUE,CAD,,
ALTR,ALTAIR ENGINEERING INC - A,United States of America,NASDAQ,USD,,
ALTI,ALTAIR NANOTECHNOLOGIES INC,,VALUE,USD,,
AVX,ALTAIR RESOURCES INC,Canada,VENTURE,CAD,,
ALTA,ALTAMIRA GOLD CORP,Canada,VENTURE,CAD,,
ANE,ALTAN NEVADA MINERALS LTD,Canada,VENTURE,CAD,,
AVOZ,ALTAVOZ ENTERTAINMENT INC,United States of America,PINK,USD,,
4641,ALTECH CORP,Japan,TSEJ,JPY,JP3126350002,JP3126350002
ATE,ALTEN SA,France,SBF,EUR,,FR0000071946
ALTEO,ALTEO NYRT,Hungary,BUX,HUF,,HU0000155726
ALTR.1,ALTERA CORP,,US Exchange,,,
ATH,ALTERITY THERAPEUTICS LTD,Australia,ASX,AUD,AU0000043945,AU0000043945
ANAS,ALTERNATURALS INC,United States of America,PINK,USD,,
ALYI,ALTERNET SYSTEMS INC,United States of America,PINK,USD,,
ALTN,ALTERNUS ENERGY INC,United States of America,PINK,USD,,
ATHCQ,ALTERRA HEALTHCARE CORP,,VALUE,USD,,
1AG,ALTERRA LTD,Australia,ASX,AUD,AU0000001AG5,AU0000001AG5
AXY,ALTERRA POWER CORP,,VALUE,CAD,,
AYX,ALTERYX INC - CLASS A,United States of America,NYSE,USD,,
ALTX,ALTEX INDUSTRIES INC,United States of America,PINK,USD,,
AGH,ALTHEA GROUP HOLDINGS LTD,Australia,ASX,AUD,AU0000022774,AU0000022774
ALC,ALTIA CONSULTORES SA,Spain,BM,EUR,,ES0113312005
ATUS,ALTICE USA INC,,US Exchange,,,
ATGN,ALTIGEN COMMUNICATIONS INC,United States of America,PINK,USD,,
ARSLF,ALTIMA RESOURCES LTD,United States of America,PINK,USD,,
ALT,ALTIMMUNE INC,United States of America,NASDAQ,USD,,
APN,ALTIPLANO METALS INC,Canada,VENTURE,CAD,,
AAMC,ALTISOURCE ASSET MANAGEMENT,United States of America,AMEX,USD,,
ALT,ALTITUDE GROUP PLC,United Kingdom,LSE,GBP,GB00B0LSFV82,GB00B0LSFV82
ALU,ALTIUM LIMITED,Australia,ASX,AUD,,AU000000ALU8
ATUSF,ALTIUS MINERALS CORP.,United States of America,PINK,USD,,
ALTO,ALTO GROUP HOLDINGS INC,,VALUE,USD,,
ATV,ALTO VENTURES LTD.,Canada,VENTURE,CAD,CA0215502075,
AOH,ALTONA MINING LTD,,VALUE,AUD,,
3672,ALTPLUS INC,Japan,TSEJ,JPY,JP3201800004,JP3201800004
AIMC,ALTRA INDUSTRIAL MOTION CORP,Germany,NASDAQ,USD,,
ALTPN,ALTRAN TECHNOLOGIES SA,Mexico,MEXI,MXN,,
MO,ALTRIA GROUP INC,Germany,US Exchange,,,
ATU,ALTURA ENERGY INC,Canada,VENTURE,CAD,CA02210D1033,
AJM,ALTURA MINING LTD,Australia,ASX,AUD,AU000000AJM9,
ALT,ALTURAS MINERALS CORP,,VALUE,CAD,,
AIF,ALTUS GROUP LTD,Canada,TSE,CAD,,
8149,ALTUS HOLDINGS LTD/HONG KONG,Hong Kong,SEHK,HKD,,
ALTM,ALTUS MIDSTREAM CO -A,United States of America,NASDAQ,USD,,
GBGR,ALTYN PLC,United Kingdom,LSE,GBP,,
AHIX,ALUF HOLDINGS INC,United States of America,PINK,USD,,
ALU,ALUMASC GROUP PLC,United Kingdom,LSE,GBP,,GB0000280353
AFPW,ALUMIFUEL POWER CORP,United States of America,PINK,USD,,
AWC,ALUMINA LTD,Australia,ASX,AUD,AU000000AWC3,AU000000AWC3
ALBH,ALUMINIUM BAHRAIN -GDR REG S,,LSEIOB1,USD,,
2600,ALUMINUM CORP OF CHINA LTD-H,Germany,SEHK,HKD,,CNE1000001T8
ALVRQ,ALVARION LTD,United States of America,PINK,USD,,
ALVOF,ALVOPETRO ENERGY LTD,United States of America,PINK,USD,,
