country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,fuzz_socre1,fuzz_socre2
united states,Continental Resources,Continental Resources Inc,USD,CLR,equity,US2120151012,CONTINENTAL RESOURCES INC/OK,94,86
hong kong,Convoy Global,Convoy Global Holdings Ltd,HKD,1019,equity,KYG2615B1014,CONVOY GLOBAL HOLDINGS LTD,100,67
united kingdom,Conygar Investment,Conygar Investment Co PLC,GBP,CIC,equity,GB0033698720,CONYGAR INVESTMENT CO PLC,100,84
japan,Cookpad Inc,Cookpad Inc,JPY,2193,equity,JP3266170004,COOKPAD INC,100,100
hong kong,Coolpad Group Ltd,Coolpad Group Ltd,HKD,2369,equity,KYG2418K1004,COOLPAD GROUP LTD,100,100
australia,Cooper Energy,Cooper Energy Ltd,AUD,COE,equity,AU000000COE2,COOPER ENERGY LTD,100,87
sweden,COOR Service Management AB,COOR Service Management AB,SEK,COOR,equity,SE0007158829,COOR SERVICE MANAGEMENT,94,94
united states,Copart,Copart Inc,USD,CPRT,equity,US2172041061,COPART INC,100,75
canada,Copper Fox Metals,Copper Fox Metals Inc.,CAD,CUU,equity,CA21749Q1046,COPPER FOX METALS INC,100,89
australia,Copper Strike Ltd,Copper Strike Ltd,AUD,CSE,equity,AU000000CSE3,COPPER STRIKE LTD,100,100
australia,Coppermoly Ltd,Coppermoly Ltd,AUD,COY,equity,AU000000COY0,COPPERMOLY LTD,100,100
australia,Corazon Mining Ltd,Corazon Mining Ltd,AUD,CZN,equity,AU000000CZN9,CORAZON MINING LTD,100,100
united states,Corbus Pharmaceuticals Holding,Corbus Pharmaceuticals Holding,USD,CRBP,equity,US21833P1030,CORBUS PHARMACEUTICALS HOLDI,97,97
japan,Core Corp,Core Corp,JPY,2359,equity,JP3284000001,CORE CORP,100,100
united states,Core Laboratories,Core Laboratories NV,USD,CLB,equity,NL0000200384,CORE LABORATORIES N.V.,98,89
united states,Core Molding,Core Molding Technologies Inc,USD,CMT,equity,US2186831002,CORE MOLDING TECHNOLOGIES IN,98,60
united states,CoreCivic,CoreCivic Inc,USD,CXW,equity,US21871N1019,CORECIVIC INC,100,82
united states,CoreLogic,Corelogic Inc,USD,CLGX,equity,US21871D1037,CORELOGIC INC,100,82
united states,CorMedix,CorMedix Inc,USD,CRMD,equity,US21900C3088,CORMEDIX INC,100,80
united states,Cornerstone OnDemand,Cornerstone OnDemand Inc,USD,CSOD,equity,US21925Y1038,CORNERSTONE ONDEMAND INC,100,91
mexico,Corning,Corning Inc,MXN,GLW,equity,US2193501051,CORNING INC,100,78
japan,Corona Corp,Corona Corp,JPY,5909,equity,JP3305950002,CORONA CORP,100,100
united states,Corporate Office Properties,Corporate Office Properties Trust,USD,OFC,equity,US22002T1088,CORPORATE OFFICE PROPERTIES,90,100
australia,Corporate Travel,Corporate Travel Managment Ltd,AUD,CTD,equity,AU000000CTD3,CORPORATE TRAVEL MANAGEMENT,91,74
canada,Corsa Coal,Corsa Coal Corp,CAD,CSO,equity,CA22041E6091,CORSA COAL CORP,100,80
united states,Cortland Bancorp,Cortland Bancorp,USD,CLDB,equity,US2205871096,CORTLAND BANCORP,100,100
united states,CorVel,CorVel Corp,USD,CRVL,equity,US2210061097,CORVEL CORP,100,71
canada,Corvus Gold Inc,Corvus Gold Inc,CAD,KOR,equity,CA2210131058,CORVUS GOLD INC,100,100
japan,Cosel Co Ltd,Cosel Co Ltd,JPY,6905,equity,JP3283700007,COSEL CO LTD,100,100
japan,Cosmo Bio,Cosmo Bio Co Ltd,JPY,3386,equity,JP3298700000,COSMO BIO CO LTD,100,72
japan,Cosmo Energy Holdings,Cosmo Energy Holdings Co Ltd,JPY,5021,equity,JP3298000005,COSMO ENERGY HOLDINGS CO LTD,100,86
hong kong,Cosmo Lady China,Cosmo Lady China Holdings Co Ltd,HKD,2298,equity,KYG244421080,COSMO LADY CHINA HOLDINGS CO,93,73
japan,Cosmos Initia,Cosmos Initia Co Ltd,JPY,8844,equity,JP3970200006,COSMOS INITIA CO LTD,100,79
japan,Cosmos Pharmaceutical Corp,Cosmos Pharmaceutical Corp,JPY,3349,equity,JP3298400007,COSMOS PHARMACEUTICAL CORP,100,100
australia,Costa Group Holdings Ltd,Costa Group Holdings Ltd,AUD,CGC,equity,AU000000CGC2,COSTA GROUP HOLDINGS LTD,100,100
united states,Costamare,Costamare Inc,USD,CMRE,equity,MHY1771G1026,COSTAMARE INC,100,82
united states,Costamare,Costamare Inc,USD,CMRE,equity,MHY1771G1026,COSTAMARE INC,100,82
united states,Costamare,Costamare Inc,USD,CMRE,equity,MHY1771G1026,COSTAMARE INC,100,82
united states,Costamare,Costamare Inc,USD,CMRE,equity,MHY1771G1026,COSTAMARE INC,100,82
united states,CoStar,CoStar Group Inc,USD,CSGP,equity,US22160N1090,COSTAR GROUP INC,100,55
chile,Costco,Costco Wholesale Corp,USD,COST,equity,US22160K1051,COSTCO WHOLESALE CORP,100,44
japan,Cota Co Ltd,Cota Co Ltd,JPY,4923,equity,JP3298900006,COTA CO LTD,100,100
united states,Coty Inc,Coty Inc,USD,COTY,equity,US2220702037,COTY INC,100,100
australia,Countplus,Countplus Ltd,AUD,CUP,equity,AU000000CUP5,COUNTPLUS LTD,100,82
hong kong,Country Garden Holdings,Country Garden Holdings Company Ltd,HKD,2007,equity,KYG245241032,COUNTRY GARDEN HOLDINGS CO,85,94
united states,Coupa Software,Coupa Software Inc,USD,COUP,equity,US22266L1061,COUPA SOFTWARE INC,100,88
united states,Covanta,Covanta Holding Corp,USD,CVA,equity,US22282E1029,COVANTA HOLDING CORP,100,52
austria,Covestro,Covestro AG,EUR,1COV,equity,DE0006062144,COVESTRO AG,100,84
united states,Covetrus,Covetrus Inc,USD,CVET,equity,US22304C1009,COVETRUS INC,100,80
hong kong,Cowell E Holdings Inc,Cowell E Holdings Inc,HKD,1415,equity,KYG248141163,COWELL E HOLDINGS INC,100,100
japan,Cox,Cox Co Ltd,JPY,9876,equity,JP3299200000,COX CO LTD,100,46
united states,CPI Aerostructures,CPI Aerostructures Inc,USD,CVU,equity,US1259193084,CPI AEROSTRUCTURES INC,100,90
united states,CPI Card,CPI Card Group Inc,USD,PMTS,equity,US12634H2004,CPI CARD GROUP INC,100,62
hong kong,CPMC Holdings Ltd,CPMC Holdings Ltd,HKD,0906,equity,HK0000057171,CPMC HOLDINGS LTD,100,100
united states,CRA,CRA International Inc,USD,CRAI,equity,US12618T1051,CRA INTERNATIONAL INC,100,25
australia,Cradle Resources Ltd,Cradle Resources Ltd,AUD,CXX,equity,AU000000CXX3,CRADLE RESOURCES LTD,100,100
united states,Craft Brew,Craft Brew Alliance Inc,USD,BREW,equity,US2241221017,CRAFT BREW ALLIANCE INC,100,61
united kingdom,Craneware,Craneware Plc,GBP,CRW,equity,GB00B2425G68,CRANEWARE PLC,100,82
united kingdom,Cranswick,Cranswick PLC,GBP,CWK,equity,GB0002318888,CRANSWICK PLC,100,82
australia,Crater Gold Mining Ltd,Crater Gold Mining Ltd,AUD,CGN,equity,AU000000CGN9,CRATER GOLD MINING LTD,100,100
united states,Cray,Cray Inc,USD,CRAY,equity,US2252233042,CRAY INC,100,67
japan,Crea,Crea Holdings Inc,JPY,1757,equity,JP3236100008,CREA HOLDINGS INC,100,38
switzerland,Crealogix Holding AG,Crealogix Holding AG,CHF,CLXN,equity,CH0011115703,CREALOGIX HOLDING AG-REG,91,91
united states,Creative Realities,Creative Realities Inc,USD,CREX,equity,US22530J2006,CREATIVE REALITIES INC,100,90
australia,Credit Corp Group,Credit Corp Group Ltd,AUD,CCP,equity,AU000000CCP3,CREDIT CORP GROUP LIMITED,91,81
japan,Credit Saison,"Credit Saison Co., Ltd.",JPY,8253,equity,JP3271400008,CREDIT SAISON CO LTD,100,79
japan,Creek & River,Creek & River Co Ltd,JPY,4763,equity,JP3269700005,CREEK & RIVER CO LTD,100,76
poland,Creepy Jar,Creepy Jar SA,PLN,CRJ,equity,PLCRPJR00019,CREEPY JAR SA,100,87
japan,Creo,Creo Co Ltd,JPY,9698,equity,JP3271000006,CREO CO LTD,100,53
canada,Crescent Point Energy,Crescent Point Energy Corp.,CAD,CPG,equity,CA22576C1014,CRESCENT POINT ENERGY CORP,100,89
japan,Cresco Ltd,Cresco Ltd,JPY,4674,equity,JP3271100004,CRESCO LTD,100,100
united kingdom,Crest Nicholson,Crest Nicholson Holdings plc,GBP,CRST,equity,GB00B8VZXT93,CREST NICHOLSON HOLDINGS,92,77
japan,Crestec,Crestec Inc,JPY,7812,equity,JP3271150009,CRESTEC INC,100,78
japan,Cri Middleware,Cri Middleware Co Ltd,JPY,3698,equity,JP3346050002,CRI MIDDLEWARE CO LTD,100,80
united states,Crinetics Pharma,Crinetics Pharmaceuticals Inc,USD,CRNX,equity,US22663K1079,CRINETICS PHARMACEUTICALS IN,98,73
united states,Crispr Therapeutics,Crispr Therapeutics AG,USD,CRSP,equity,CH0334081137,CRISPR THERAPEUTICS AG,100,93
hong kong,Crocodile Garments,Crocodile Garments Ltd,HKD,0122,equity,HK0122000687,CROCODILE GARMENTS,90,100
united states,Crocs,Crocs Inc,USD,CROX,equity,US2270461096,CROCS INC,100,71
united kingdom,Croda Intl,Croda International PLC,GBP,CRDA,equity,GB00BJFFLV09,CRODA INTERNATIONAL PLC,100,61
australia,Cromwell Property,Cromwell Property Group,AUD,CMW,equity,AU000000CMW8,CROMWELL PROPERTY GROUP,100,85
canada,Cronos,Cronos Group Inc,CAD,CRON,equity,CA22717L1013,CRONOS GROUP INC,100,55
japan,Crops Corp,Crops Corp,JPY,9428,equity,JP3273100002,CROPS CORP,100,100
united states,Cross Country,Cross Country Healthcare Inc,USD,CCRN,equity,US2274831047,CROSS COUNTRY HEALTHCARE INC,100,63
japan,Cross Marketing,Cross Marketing Group Inc,JPY,3675,equity,JP3272760004,CROSS MARKETING GROUP INC,100,75
hong kong,Cross-Harbour,Cross-Harbour Holdings Ltd,HKD,0032,equity,HK0032009356,CROSS-HARBOUR HOLDINGS LTD,100,67
japan,Crossfor Co,Crossfor Co Ltd,JPY,7810,equity,JP3272650007,CROSSFOR CO LTD,100,85
united states,Crowdstrike Holdings,Crowdstrike Holdings Inc,USD,CRWD,equity,US22788C1053,CROWDSTRIKE HOLDINGS INC - A,96,87
japan,Crowdworks,Crowdworks Inc,JPY,3900,equity,JP3267900003,CROWDWORKS INC,100,83
united states,Crown Crafts,Crown Crafts Inc,USD,CRWS,equity,US2283091005,CROWN CRAFTS INC,100,86
united states,Crown,Crown Holdings Inc,USD,CCK,equity,US2283681060,CROWN HOLDINGS INC,100,43
hong kong,Crown International,Crown International Corp Ltd,HKD,0727,equity,HK0000313244,CROWN INTERNATIONAL CORP LTD,100,81
hong kong,CRRC Corp,CRRC Corp Ltd,HKD,1766,equity,CNE100000BG0,CRRC CORP LTD - H,93,75
canada,Cruz Cobalt,Cruz Cobalt Corp,CAD,CRUZ,equity,CA22889L1031,CRUZ COBALT CORP,100,81
united states,CryoLife,CryoLife Inc,USD,CRY,equity,US2289031005,CRYOLIFE INC,100,80
united states,Cryoport Inc,Cryoport Inc,USD,CYRX,equity,US2290503075,CRYOPORT INC,100,100
hong kong,Crystal International,Crystal International Group Ltd,HKD,2232,equity,KYG2701R1011,CRYSTAL INTERNATIONAL GROUP,93,88
canada,Crystal Lake,Crystal Lake Mining Corp,CAD,CLM,equity,CA2293051074,CRYSTAL LAKE MINING CORP,100,67
china,Csg Holding A,CSG Holding Co Ltd,CNY,000012,equity,CNE0000002R2,CSG HOLDING CO LTD- A,95,79
hong kong,CSPC Pharma,CSPC Pharmaceutical Group Ltd,HKD,1093,equity,HK1093012172,CSPC PHARMACEUTICAL GROUP LT,98,56
united states,CSS Industries,CSS Industries Inc,USD,CSS,equity,US1259061075,CSS INDUSTRIES INC,100,88
united states,CSW Industrials Inc,CSW Industrials Inc,USD,CSWI,equity,US1264021064,CSW INDUSTRIALS INC,100,100
hong kong,CT Environmental,CT Environmental Group Ltd,HKD,1363,equity,KYG258851156,CT ENVIRONMENTAL GROUP LTD,100,76
united states,CTi Biopharma,CTi Biopharma Corp,USD,CTIC,equity,US12648L6011,CTI BIOPHARMA CORP,100,84
japan,CTI Engineering,CTI Engineering Co Ltd,JPY,9621,equity,JP3281900005,CTI ENGINEERING CO LTD,100,81
japan,CTS Co Ltd,CTS Co Ltd,JPY,4345,equity,JP3346970001,CTS CO LTD,100,100
canada,Cub Energy Inc,Cub Energy Inc,CAD,KUB,equity,CA22944T1093,CUB ENERGY INC,100,100
japan,Cube System Inc,Cube System Inc,JPY,2335,equity,JP3244950006,CUBE SYSTEM INC,100,100
canada,Cuda Oil Gas,Cuda Oil and Gas Inc,CAD,CUDA,equity,CA22972X1050,CUDA OIL AND GAS INC,100,75
germany,CUE Energy Resources,Cue Energy Resources Ltd,EUR,CUE,equity,AU000000CUE9,CUE ENERGY RESOURCES LIMITED,92,83
australia,Cullen Resources,Cullen Resources Ltd,AUD,CUL,equity,AU000000CUL4,CULLEN RESOURCES LIMITED,91,80
united states,Cullen/Frost Bankers,Cullen/Frost Bankers Inc,USD,CFR,equity,US2298991090,CULLEN/FROST BANKERS INC,100,91
hong kong,Culturecom,Culturecom Holdings Ltd,HKD,0343,equity,BMG2587F2058,CULTURECOM HLDGS LTD,93,67
united states,Cumberland,Cumberland Pharmaceuticals Inc,USD,CPIX,equity,US2307701092,CUMBERLAND PHARMACEUTICALS,93,56
united states,Cummins,Cummins Inc,USD,CMI,equity,US2310211063,CUMMINS INC,100,78
united states,Cumulus Media A,Cumulus Media Inc Class A,USD,CMLS,equity,US2310828015,CUMULUS MEDIA INC-CL A,94,81
netherlands,Curetis NV,Curetis NV,EUR,CURE,equity,NL0011509294,CURETIS NV,100,100
united states,Curis,Curis Inc,USD,CRIS,equity,US2312692005,CURIS INC,100,71
canada,Current Water,Current Water Technologies Inc,CAD,WATR,equity,CA23131M1059,CURRENT WATER TECHNOLOGIES I,97,63
canada,Currie Rose Resources,Currie Rose Resources Inc,CAD,CUI,equity,CA2319005070,CURRIE ROSE RESOURCES,91,100
united states,Customers Bancorp,Customers Bancorp Inc,USD,CUBI,equity,US23204G1004,CUSTOMERS BANCORP INC,100,89
united states,Cutera,Cutera Inc,USD,CUTR,equity,US2321091082,CUTERA INC,100,75
united states,CVR Energy,CVR Energy Inc,USD,CVI,equity,US12662P1084,CVR ENERGY INC,100,83
japan,CVS Bay Area Inc,CVS Bay Area Inc,JPY,2687,equity,JP3346250008,CVS BAY AREA INC,100,100
united kingdom,CVS Group,CVS Group Plc,GBP,CVSG,equity,GB00B2863827,CVS GROUP PLC,100,82
chile,CVS Health Corp,CVS Health Corp,USD,CVS,equity,US1266501006,CVS HEALTH CORP,100,100
japan,Cyber Com,Cyber Com Co Ltd,JPY,3852,equity,JP3311510006,CYBER COM CO LTD,100,72
sweden,Cyber Security 1,Cyber Security 1 AB,EUR,CYB1,equity,SE0007604061,CYBER SECURITY 1 AB,100,91
japan,CyberAgent Inc,CyberAgent Inc,JPY,4751,equity,JP3311400000,CYBERAGENT INC,100,100
japan,Cyberdyne,Cyberdyne Inc,JPY,7779,equity,JP3311530004,CYBERDYNE INC,100,82
japan,Cyberlinks,Cyberlinks Co Ltd,JPY,3683,equity,JP3311540003,CYBERLINKS CO LTD,100,74
japan,Cybernet Systems,Cybernet Systems Co Ltd,JPY,4312,equity,JP3311570000,CYBERNET SYSTEMS CO,90,91
japan,Cybozu Inc,Cybozu Inc,JPY,4776,equity,JP3312100005,CYBOZU INC,100,100
australia,Cyclopharm Ltd,Cyclopharm Ltd,AUD,CYC,equity,AU000000CYC5,CYCLOPHARM LTD,100,100
canada,Cymat Technologies,Cymat Technologies Ltd.,CAD,CYM,equity,CA23257A2083,CYMAT TECHNOLOGIES LTD,100,90
australia,Cynata Therapeutics Ltd,Cynata Therapeutics Ltd,AUD,CYP,equity,AU000000CYP7,CYNATA THERAPEUTICS LTD,100,100
canada,Cypress Development Corp.,Cypress Development Corp.,CAD,CYP,equity,CA2327492005,CYPRESS DEVELOPMENT CORP,100,100
australia,Cyprium Metals,Cyprium Metals Ltd,AUD,CYM,equity,AU0000050536,CYPRIUM METALS LTD,100,88
united states,Cyren,Cyren Ltd,USD,CYRN,equity,IL0010832371,CYREN LTD,100,71
united states,CyrusOne,CyrusOne Inc,USD,CONE,equity,US23283R1005,CYRUSONE INC,100,80
united states,Cytokinetics Inc,Cytokinetics Inc,USD,CYTK,equity,US23282W6057,CYTOKINETICS INC,100,100
united states,CytomX Therapeutics Inc,CytomX Therapeutics Inc,USD,CTMX,equity,US23284F1057,CYTOMX THERAPEUTICS INC,100,100
united states,CytRx,CytRx Corp,USD,CYTR,equity,US2328286081,CYTRX CORP,100,67
australia,Dacian Gold Ltd,Dacian Gold Ltd,AUD,DCN,equity,AU000000DCN6,DACIAN GOLD LTD,100,100
hong kong,Dadi Intl,Dadi International Group Ltd,HKD,8130,equity,BMG2617D1056,DADI INTERNATIONAL GROUP LTD,100,49
hong kong,Dah Sing Banking,Dah Sing Banking Group Ltd,HKD,2356,equity,HK2356013600,DAH SING BANKING GROUP LTD,100,76
china,Dahu Aquaculture,Dahu Aquaculture Co Ltd,CNY,600257,equity,CNE0000012Z4,DAHU AQUACULTURE CO LTD -A,96,78
japan,Dai Nippon Printing,"Dai Nippon Printing Co., Ltd.",JPY,7912,equity,JP3493800001,DAI NIPPON PRINTING CO LTD,100,84
japan,Dai-Dan,Dai-Dan Co Ltd,JPY,1980,equity,JP3486000007,DAI-DAN CO LTD,100,67
japan,Dai-ichi Life,Dai-ichi Life Holdings Inc,JPY,8750,equity,JP3476480003,DAI-ICHI LIFE HOLDINGS INC,100,67
japan,Daibiru Corp,Daibiru Corp,JPY,8806,equity,JP3497200000,DAIBIRU CORP,100,100
japan,Daicel Corp,Daicel Corp,JPY,4202,equity,JP3485800001,DAICEL CORP,100,100
japan,Daido Metal Co Ltd,Daido Metal Co Ltd,JPY,7245,equity,JP3491800003,DAIDO METAL CO LTD,100,100
japan,Daido Steel Co Ltd,Daido Steel Co Ltd,JPY,5471,equity,JP3491000000,DAIDO STEEL CO LTD,100,100
japan,Daifuku Co Ltd,Daifuku Co Ltd,JPY,6383,equity,JP3497400006,DAIFUKU CO LTD,100,100
japan,Daihen Corp,Daihen Corp,JPY,6622,equity,JP3497800007,DAIHEN CORP,100,100
japan,Daiichi Jitsugyo,Daiichi Jitsugyo Co Ltd,JPY,8059,equity,JP3475800003,DAIICHI JITSUGYO CO LTD,100,82
japan,Daiichi Sankyo,"Daiichi Sankyo Co., Ltd.",JPY,4568,equity,JP3475350009,DAIICHI SANKYO CO LTD,100,80
japan,Daiichikosho,Daiichikosho Co Ltd,JPY,7458,equity,JP3475200006,DAIICHIKOSHO CO LTD,100,77
japan,Daiken,Daiken Co Ltd,JPY,5900,equity,JP3482400003,DAIKEN CO LTD,100,63
japan,Daiken Medical,Daiken Medical Co Ltd,JPY,7775,equity,JP3482500000,DAIKEN MEDICAL CO LTD,100,80
japan,Daiki Axis Co Ltd,Daiki Axis Co Ltd,JPY,4245,equity,JP3480590003,DAIKI AXIS CO LTD,100,100
japan,Daikin Industries,"Daikin Industries, Ltd.",JPY,6367,equity,JP3481800005,DAIKIN INDUSTRIES LTD,100,89
japan,Daikokuya,Daikokuya Holdings Co Ltd,JPY,6993,equity,JP3926000005,DAIKOKUYA HOLDINGS CO LTD,100,53
japan,DaikyoNishikawa,DaikyoNishikawa Corp,JPY,4246,equity,JP3481300006,DAIKYONISHIKAWA CORP,100,86
united states,Daily Journal Corp,Daily Journal Corp,USD,DJCO,equity,US2339121046,DAILY JOURNAL CORP,100,100
japan,Daimaru Enawin,Daimaru Enawin Co Ltd,JPY,9818,equity,JP3499200008,DAIMARUENAWIN CO LTD,98,76
japan,Dainichiseika Color Chemical,Dainichiseika Color & Chemicals MFG Co Ltd,JPY,4116,equity,JP3492200005,DAINICHISEIKA COLOR & CHEM,75,92
japan,Daio Paper Corp,Daio Paper Corp,JPY,3880,equity,JP3440400004,DAIO PAPER CORP,100,100
japan,Daisyo Corp,Daisyo Corp,JPY,9979,equity,JP3484000009,DAISYO CORP,100,100
japan,Daiwa House Industry,"Daiwa House Industry Co., Ltd.",JPY,1925,equity,JP3505000004,DAIWA HOUSE INDUSTRY CO LTD,100,85
japan,Daiwa Industries,Daiwa Industries Ltd,JPY,6459,equity,JP3505800007,DAIWA INDUSTRIES LTD,100,89
japan,Daiwa Office,Daiwa Office Investment Corp,JPY,8976,equity,JP3046310003,DAIWA OFFICE INVESTMENT CORP,100,60
japan,Daiwa Securities Group Inc.,Daiwa Securities Group Inc.,JPY,8601,equity,JP3502200003,DAIWA SECURITIES GROUP INC,100,100
united states,Daktronics,Daktronics Inc,USD,DAKT,equity,US2342641097,DAKTRONICS INC,100,83
ireland,Dalata Hotel,Dalata Hotel Group PLC,EUR,DHG,equity,IE00BJMZDW83,DALATA HOTEL GROUP PLC,100,71
hong kong,Dali Foods Co,Dali Foods Group Co Ltd,HKD,3799,equity,KYG2743Y1061,DALI FOODS GROUP CO LTD,100,72
hong kong,Dalian Port PDA Co,Dalian Port PDA Co Ltd,HKD,2880,equity,CNE1000002Y6,DALIAN PORT (PDA) CO LTD-H,96,86
france,Damartex,Damartex,EUR,ALDAR,equity,FR0000185423,DAMARTEX,100,100
mexico,Danaher,Danaher Corp,MXN,DHR,equity,US2358511028,DANAHER CORP,100,74
japan,Danto Holdings Corp,Danto Holdings Corp,JPY,5337,equity,JP3506600000,DANTO HOLDINGS CORP,100,100
hong kong,Daphne Int Holdings,Daphne International Holdings Ltd,HKD,0210,equity,KYG2830J1031,DAPHNE INTERNATIONAL HOLDING,92,77
china,Daqin Railway,Daqin Railway Co Ltd,CNY,601006,equity,CNE000001NG4,DAQIN RAILWAY CO LTD -A,95,74
united states,Daqo New Energy ADR,Daqo New Energy Corp ADR,USD,DQ,equity,US23703Q2030,DAQO NEW ENERGY CORP-ADR,100,88
united states,Darden Restaurants,Darden Restaurants Inc,USD,DRI,equity,US2371941053,DARDEN RESTAURANTS INC,100,90
united states,Darling Ingredients,Darling Ingredients Inc,USD,DAR,equity,US2372661015,DARLING INGREDIENTS INC,100,90
united kingdom,Dart Group,Dart Group Plc,GBP,DTG,equity,GB00B1722W11,DART GROUP PLC,100,83
united states,DASAN Zhone,DASAN Zhone Solutions Inc,USD,DZSI,equity,US23305L2060,DASAN ZHONE SOLUTIONS INC,100,61
united states,Daseke,Daseke Inc,USD,DSKE,equity,US23753F1075,DASEKE INC,100,75
china,Dashang,Dashang Co Ltd,CNY,600694,equity,CNE000000DW4,DASHANG CO LTD -A,93,61
australia,DataDot Technology Ltd,DataDot Technology Ltd,AUD,DDT,equity,AU000000DDT1,DATADOT TECHNOLOGY LTD,100,100
hong kong,Datang Intl Power,Datang Intl Power Gen Co-H,HKD,0991,equity,CNE1000002Z3,DATANG INTL POWER GEN CO-H,100,79
united states,Datasea,Datasea Inc,USD,DTSS,equity,US2381162062,DATASEA INC,100,78
australia,Dateline Resources Ltd,Dateline Resources Ltd,AUD,DTR,equity,AU000000DTR1,DATELINE RESOURCES LTD,100,100
united states,Davidstea Inc,Davidstea Inc,USD,DTEA,equity,CA2386611024,DAVIDSTEA INC,100,100
united states,Davis Select Financial,Davis Select Financial,USD,DFNL,equity,US23908L1089,DAVIS SELECT FINANCIAL ETF,92,92
united states,Davis Select International,Davis Select International,USD,DINT,equity,US23908L4059,DAVIS SELECT INTERNATIONAL,100,100
japan,Dawn,Dawn Corp,JPY,2303,equity,JP3637600002,DAWN CORP,100,62
united states,Dawson Geophysical,Dawson Geophysical Company,USD,DWSN,equity,US2393601008,DAWSON GEOPHYSICAL CO,89,92
united states,Daxor,Daxor Corp,USD,DXR,equity,US2394671034,DAXOR CORP,100,67
japan,Daytona,Daytona Corp,JPY,7228,equity,JP3548650005,DAYTONA CORP,100,74
united kingdom,DCC,DCC plc,GBP,DCC,equity,IE0002424939,DCC PLC,100,60
japan,DCM Holdings Co Ltd,DCM Holdings Co Ltd,JPY,3050,equity,JP3548660004,DCM HOLDINGS CO LTD,100,100
japan,DDS,DDS Inc,JPY,3782,equity,JP3548620008,DDS INC.,100,60
united kingdom,De La Rue,De La Rue PLC,GBP,DLAR,equity,GB00B3DGH821,DE LA RUE PLC,100,82
canada,DealNet Capital,DealNet Capital Corp,CAD,DLS,equity,CA2423151091,DEALNET CAPITAL CORP,100,86
japan,Dear Life,Dear Life Co Ltd,JPY,3245,equity,JP3548720006,DEAR LIFE CO LTD,100,72
canada,Decade Resources,Decade Resources Ltd,CAD,DEC,equity,CA2427792056,DECADE RESOURCES LTD,100,89
israel,Decama Capital,Decama Capital Ltd,ILS,DCMA,equity,IL0011161770,DECAMA CAPITAL LTD,100,88
united kingdom,Dechra Pharma,Dechra Pharmaceuticals PLC,GBP,DPH,equity,GB0009633180,DECHRA PHARMACEUTICALS PLC,100,67
united states,Deciphera Pharma,Deciphera Pharmaceuticals LLC,USD,DCPH,equity,US24344T1016,DECIPHERA PHARMACEUTICALS IN,91,73
australia,Decmil Group,Decmil Group Ltd,AUD,DCG,equity,AU000000DCG0,DECMIL GROUP LTD,100,86
