,IB-industry,IB-longName,IB-marketName,IB-ISIN,IB-Symbol
16993,"Consumer, Non-cyclical",RADTEK INC,RDTK,US75060Q1013,RDTK
16994,Technology,RADVIEW SOFTWARE LTD,RDVWF,IL0010851744,RDVWF
16995,Technology,RADWARE LTD,NMS,IL0010834765,RDWR
16996,Financial,RAFAEL HOLDINGS INC-CLASS B,RFL,US75062E1064,RFL
16997,Technology,RUBIK FINANCIAL LTD,RFL,AU000000RFL3,RFL
16998,"Consumer, Non-cyclical",RAFARMA PHARMACEUTICALS INC,CURRENT,US75062C1009,RAFA
16999,"Consumer, Non-cyclical",RAFFLES EDUCATION CORP LTD,NR7,SG2C97968151,NR7
17000,Industrial,BASLER AG,XETRA,DE0005102008,BSL
17001,Basic Materials,BLUESCOPE STEEL LTD,BSL,AU000000BSL0,BSL
17002,,BLACKSTONE SENIOR FLOATING R,BSL,US09256U1051,BSL
17003,"Consumer, Cyclical",BSL LIMITED,BSL,INE594B01012,BSL
17004,"Consumer, Non-cyclical",RAFFLES MEDICAL GROUP LTD,BSL,SG1CH4000003,BSL
17005,"Consumer, Non-cyclical",RAFINA INNOVATIONS INC,CURRENT,US75063R1068,VICA
17006,Basic Materials,SALZGITTER AG,XETRA,DE0006202005,SZG
17007,Financial,RAIDEN RESOURCES LTD,SZG,AU0000001661,SZG
17008,Financial,RAIFFEISEN BANK INTERNATIONA,XETRA,AT0000606306,RBI
17009,Basic Materials,RB ENERGY INC,RBI,CA74932L1013,RBI
17010,Industrial,RAIL VIKAS NIGAM LTD,RVNL,INE415G01027,RVNL
17011,,BROOKFIELD REAL ASSETS INCOM,RA,US1128301041,RA
17012,Financial,REGIONAL SAB DE CV,RA,MX01R0000006,RA
17013,"Consumer, Non-cyclical",RAIN THERAPEUTICS INC,NMS,US75082Q1058,RAIN
17014,Basic Materials,RAIN CITY RESOURCES INC,RAIN,CA75080K2092,RAIN
17015,Industrial,RAIN INDUSTRIES LTD,RAIN,INE855B01025,RAIN
17016,"Consumer, Non-cyclical",RAIN FOREST INTERNATIONAL IN,NOINFO,US75080F1012,RFII
17017,Communications,RAINBOW CORAL CORP,RBCC,US75081A3095,RBCC
17018,"Consumer, Cyclical",RAINBOW INTERNATIONAL CORP,RNBI,US75081R1041,RNBI
17019,Basic Materials,RAINBOW RARE EARTHS LTD,SSQ3,GG00BD59ZW98,RBW
17020,"Consumer, Cyclical",RAINBOW TOURS SA,RBW,PLRNBWT00031,RBW
17021,Basic Materials,RAINFOREST RESOURCES INC,CURRENT,US75087K1034,RRIF
17022,Technology,RAINMAKER SYSTEMS INC,NOINFO,US7508753040,VCTL
17023,Industrial,RAINMAKER WORLDWIDE INC,CURRENT,US75088P1012,RAKR
17024,Financial,RAIT FINANCIAL TRUST,RFTTQ,US7492278079,RFTTQ
17025,Industrial,RAITO KOGYO CO LTD,1926,JP3965800000,1926
17026,Industrial,RAIZNEXT CORP,6379,JP3331600001,6379
17027,Communications,RAJ TELEVISION NETWORK LTD,RAJTV,INE952H01027,RAJTV
17028,Basic Materials,RAJDARSHAN INDUSTRIES LTD,ARENTERP,INE610C01014,ARENTERP
17029,"Consumer, Cyclical",RAJESH EXPORTS LIMITED,RAJESHEXP,INE343B01030,RAJESHEXP
17030,"Consumer, Cyclical",RAJVIR INDUSTRIES LTD,RAJVIR,INE011H01014,RAJVIR
17031,Energy,RAK PETROLEUM PLC,RAKP,GB00BRGBL804,RAKP
17032,"Consumer, Cyclical",RAKETECH GROUP HOLDING PLC,RAKE,MT0001390104,RAKE
17033,Communications,RAKUTEN GROUP INC,4755,JP3967200001,4755
17034,,RAKUTEN NIKKEI LEVERAGED IDX,1458,JP3047970003,1458
17035,"Consumer, Non-cyclical",ZHOU HEI YA INTERNATIONAL HO,1458,KYG989761062,1458
17036,"Consumer, Non-cyclical",RALCORP HOLDINGS INC,RAH,US7510281014,RAH
17037,"Consumer, Non-cyclical",SHINWA WISE HOLDINGS CO LTD,2437,JP3384900001,2437
17038,Industrial,RALEC ELECTRONIC CORP,2437,TW0002437001,2437
17039,Basic Materials,RALLIS INDIA LTD,RALLIS,INE613A01020,RALLIS
17040,"Consumer, Cyclical",RALPH LAUREN CORP,RL,US7512121010,RL
17041,Industrial,RAMA STEEL TUBES LTD,RAMASTEEL,INE230R01027,RAMASTEEL
17042,Energy,RAMACO RESOURCES INC,NMS,US75134P3038,METC
17043,Basic Materials,RAMADA INVESTIMENTOS E INDUS,RAM,PTFRV0AE0004,RAM
17044,Diversified,ARIES I ACQUISITION CORP -A,SCM,KYG0542N1079,RAM
17045,,RIVERNORTH MANAGED DURATION,RMM,US76882H1059,RMM
17046,Basic Materials,RAMBLER METALS AND MINING PL,ASQ1,GB00BLFJ1613,RMM
17047,Technology,RAMBUS INC,NMS,US7509171069,RMBS
17048,Industrial,RAMCO CEMENTS LTD/THE,RAMCOCEM,INE331A01037,RAMCOCEM
17049,Industrial,RAMCO INDUSTRIES LTD,RAMCOIND,INE614A01028,RAMCOIND
17050,Technology,RAMCO SYSTEMS LTD,RAMCOSYS,INE246B01019,RAMCOSYS
17051,Industrial,RAMKRISHNA FORGINGS LTD,RKFORGE,INE399G01023,RKFORGE
17052,Industrial,RAMKY INFRASTRUCTURE LTD,RAMKY,INE874I01013,RAMKY
17053,"Consumer, Non-cyclical",RAMSAY HEALTH CARE LIMITED,RHC,AU000000RHC8,RHC
17054,Energy,RHC HELIUM LTD,RHC,CA78029U2056,RHC
17055,Industrial,REDFLOW LTD,RFX,AU000000RFX8,RFX
17056,Financial,RAMSDENS HOLDINGS PLC,ASQ1,GB00BDR6V192,RFX
17057,"Consumer, Non-cyclical",RANA SUGARS LIMITED,RANASUG,INE625B01014,RANASUG
17058,Basic Materials,RAND MINING LTD,RND,AU000000RND4,RND
17059,Technology,RAND WORLDWIDE INC,LIMITED,US7522461083,RWWI
17060,Basic Materials,ROGUE RESOURCES INC,RRS,CA77536Q2027,RRS
17061,Energy,RANGE RESOURCES LTD,RRS,AU000000RRS3,RRS
17062,Financial,RANDOLPH BANCORP INC,NMS,US7523781091,RNDB
17063,"Consumer, Non-cyclical",RANDSTAD N.V.,RANDN,NL0000379121,RANDN
17064,"Consumer, Cyclical",REDBUBBLE LTD,RBL,AU000000RBL2,RBL
17065,"Consumer, Cyclical",RANE BRAKE LINING LTD,RBL,INE244J01017,RBL
17066,,SPDR S&P RUSSIA ETF,RBL,US78463X5582,RBL
17067,"Consumer, Cyclical",RANE ENGINE VALVES LTD,RANEENGIN,INE222J01013,RANEENGIN
17068,"Consumer, Cyclical",RANE HOLDINGS LTD,RANEHOLDI,INE384A01010,RANEHOLDI
17069,Basic Materials,RUSORO MINING LTD,RML,CA7822271028,RML
17070,Basic Materials,RESOLUTION MINERALS LTD,RML,AU0000067936,RML
17071,"Consumer, Cyclical",RANE MADRAS LTD,RML,INE050H01012,RML
17072,Energy,RANGE RESOURCES CORP,RRC,US75281A1097,RRC
17073,Energy,RANGEFORD RESOURCES INC,RGFR,US75281D2027,RGFR
17074,Energy,RANGER ENERGY SERVICES INC,RNGR,US75282U1043,RNGR
17075,"Consumer, Cyclical",RANGERS INTERNATIONAL FOOTBA,RFC,GB00B90T9Z75,RFC
17076,"Consumer, Cyclical",RANK GROUP PLC,SSMM,GB00B1L5QH97,RNK
17077,Financial,RANK PROGRESS SA,RNK,PLRNKPR00014,RNK
17078,Industrial,RANPAK HOLDINGS CORP,PACK,US75321W1036,PACK
17079,Technology,RANPLAN GROUP AB,RPLAN,SE0011178201,RPLAN
17080,"Consumer, Non-cyclical",RAPID DOSE THERAPEUTICS CORP,DOSE,CA75339A1012,DOSE
17081,Communications,RAPID FIRE MARKETING INC,RFMK,US75339L3050,RFMK
17082,"Consumer, Non-cyclical",RESAPP HEALTH LTD,RAP,AU000000RAP5,RAP
17083,,RBC QUANT EUROPEAN DVD LEAD,RPD,CA74932V2084,RPD
17084,Technology,RAPID7 INC,NMS,US7534221046,RPD
17085,Basic Materials,RAPIER GOLD INC,RPR,CA75380T1084,RPR
17086,Financial,RAPTIS GROUP LIMITED,RPG,AU000000RPG2,RPG
17087,,INVESCO S&P 500 PURE GROWTH,RPG,US46137V2667,RPG
17088,Basic Materials,RAPTOR RESOURCES HOLDINGS IN,RRHI,US75382Q1022,RRHI
17089,"Consumer, Non-cyclical",RAQUALIA PHARMA INC,4579,JP3967150008,4579
17090,Energy,RPC INC,RES,US7496601060,RES
17091,Energy,RESOURCE GENERATION LIMITED,RES,AU000000RES1,RES
17092,Basic Materials,RARE ELEMENT RESOURCES LTD,RES,CA75381M1023,RES
17093,Financial,RESILIENT REIT LTD,RES,ZAE000209557,RES
17094,Industrial,RESBUD SE,RES,EE3100142985,RES
17095,"Consumer, Non-cyclical",RAREJOB INC,6096,JP3979210006,6096
17096,Financial,RASMALA PLC,RMA,GB00BNG83T81,RMA
17097,"Consumer, Non-cyclical",RASNA THERAPEUTICS INC,CURRENT,US7538881068,RASP
17098,Energy,RASPADSKAYA OJSC,RASP,RU000A0B90N8,RASP
17099,Financial,RATHBONES GROUP PLC,STMM,GB0002148343,RAT
17100,Industrial,RATH AG,RAT,AT0000767306,RAT
17101,Financial,RUBICON AMERICA TRUST,RAT,AU000000RAT7,RAT
17102,Basic Materials,RATHDOWNEY RESOURCES LTD,RTH,CA75410A1030,RTH
17103,,VANECK RETAIL ETF,NMS,US92189F6842,RTH
17104,Communications,RAS TECHNOLOGY HOLDINGS LTD,RTH,AU0000186496,RTH
17105,"Consumer, Cyclical",RATIONAL AG,XETRA,DE0007010803,RAA
17106,Utilities,RATTANINDIA POWER LTD,RTNPOWER,INE399K01017,RTNPOWER
17107,Energy,RATTLER MIDSTREAM LP,NMS,US75419T1034,RTLR
17108,"Consumer, Cyclical",RAVE RESTAURANT GROUP INC,SCM,US7541981095,RAVE
17109,Industrial,RAVEN INDUSTRIES INC,RAVN,US7542121089,RAVN
17110,Basic Materials,RUSSEL METALS INC,RUS,CA7819036046,RUS
17111,,ENR RUSSIA INVEST SA,RUS,CH0034476959,RUS
17112,,LYXOR MSCI RUSSIA UCITS ETF,RUS,LU1923627092,RUS
17113,"Consumer, Non-cyclical",RAVI KUMAR DISTILLERIES LTD,RKDL,INE722J01012,RKDL
17114,Energy,RAWSON OIL AND GAS LTD,RAW,AU000000RAW1,RAW
17115,Financial,RAYMOND JAMES FINANCIAL INC,RJF,US7547301090,RJF
17116,"Consumer, Non-cyclical",LABORATORIO REIG JOFRE SA,RJF,ES0165359029,RJF
17117,"Consumer, Cyclical",RAYMOND LIMITED,RAYMOND,INE301A01014,RAYMOND
17118,Basic Materials,RAYONIER ADVANCED MATERIALS,RYAM,US75508B1044,RYAM
17119,,INVESCO SOLAR ENERGY ETF,EUE2,IE00BM8QRZ79,RAYS
17120,,GLOBAL X SOLAR ETF,NMS,US37960A7019,RAYS
17121,"Consumer, Cyclical",RESTAURANT GROUP PLC,SSMM,GB00B0YG1K06,RTN
17122,Industrial,RAYTHEON COMPANY,RTN,US7551115071,RTN
17123,Industrial,RAYTHEON COMPANY,XETRA,US7551115071,RTN1
17124,Energy,RAZOR ENERGY CORP,RZE,CA75525M1095,RZE
17125,Financial,RBB BANCORP,NMS,US74930B1052,RBB
17126,Industrial,RBC BEARINGS INC,NMS,US75524B1044,ROLL
17127,,ISHARES BLOOMBERG ENHANCED R,EUET,IE00BZ1NCS44,ROLL
17128,"Consumer, Non-cyclical",RBC LIFE SCIENCES INC,NOINFO,US74926T2015,RBCL
17129,Financial,RBL BANK LTD,RBLBANK,INE976G01028,RBLBANK
17130,Basic Materials,RBR GROUP LTD,RBR,AU000000RBR9,RBR
17131,"Consumer, Non-cyclical",RCC HOLDINGS CORP,RCCH,US7493181017,RCCH
17132,"Consumer, Cyclical",RCI HOSPITALITY HOLDINGS INC,NMS,US74934Q1085,RICK
17133,Financial,RCM BETEILIGUNGS AG,XETRA,DE000A1RFMY4,RCMN
17134,"Consumer, Non-cyclical",RCM TECHNOLOGIES INC,NMS,US7493604000,RCMT
17135,"Consumer, Cyclical",READING INTERNATIONAL INC-A,SCM,US7554081015,RDI
17136,Financial,RDI REIT PLC,RDI,IM00BH3JLY32,RDI
17137,Communications,REDLINE COMMUNICATIONS GROUP,RDL,CA7576374002,RDL
17138,Financial,REA GROUP LTD,REA,AU000000REA9,REA
17139,"Consumer, Cyclical",REACH NEW HOLDINGS LTD,8471,KYG739531047,8471
17140,Communications,READCREST CAPITAL AG,XETRA,DE000A1E89S5,EXJ
17141,Diversified,READEN HOLDING CORP,CURRENT,US7552551068,RHCO
17142,Financial,READY CAPITAL CORP,RC,US75574U1016,RC
17143,Communications,REAL BRANDS INC,CURRENT,US75584Q1085,RLBD
17144,,RBC STRATEGIC GLOBAL EQUITY,RLE,CA74933M1086,RLE
17145,,REAL ESTATE CREDIT INV LTD,SSMM,GB00B0HW5366,RECI
17146,"Consumer, Non-cyclical",REVLON INC-CLASS A,REV,US7615256093,REV
17147,Basic Materials,REAL GOLD MINING LTD,44228,KYG740991057,44228
17148,Energy,REAL GOODS SOLAR INC-CLASS A,RGSEQ,US75601N5005,RGSEQ
17149,"Consumer, Non-cyclical",REALCO SA,REAL,BE0003841583,REAL
17150,Technology,REAL MATTERS INC,REAL,CA75601Y1007,REAL
17151,Communications,REALREAL INC/THE,NMS,US88339P1012,REAL
17152,Energy,REAL TIME MEASUREMENTS INC,RTY,CA75602T1003,RTY
17153,Technology,REALD INC,RLD,US75604L1052,RLD
17154,Energy,RPC INC,XETRA,US7496601060,RLD
17155,Industrial,REALFICTION HOLDING AB,REALFI,SE0009920994,REALFI
17156,,REALITY SHARES DIVS ETF,DIVY,US75605A1088,DIVY
17157,,SIREN NEXGEN ECONOMY ETF,NMS,US8296582021,BLCN
17158,Basic Materials,REALM RESOURCES LTD,RRP,AU000000RRP9,RRP
17159,"Consumer, Non-cyclical",REALM THEAPEUTICS PLC,RLM,GB00B3XBCR18,RLM
17160,Communications,REALNETWORKS INC,NMS,US75605L7082,RNWK
17161,Industrial,REALORD GROUP HOLDINGS LTD,1196,BMG7403L1046,1196
17162,"Consumer, Non-cyclical",REPLICEL LIFE SCIENCES INC,RP,CA76027P4006,RP
17163,Technology,REALPAGE INC,RP,US75606N1090,RP
17164,Financial,REALTY INCOME CORP,O,US7561091049,O
17165,"Consumer, Non-cyclical",REATA PHARMACEUTICALS INC-A,NMS,US75615P1030,RETA
17166,"Consumer, Cyclical",REGAL ENTERTAINMENT GROUP-A,XETRA,US7587661098,RETA
17167,,REAVES UTILITY INCOME FUND,UTG,US7561581015,UTG
17168,Financial,UNITE GROUP PLC/THE,SET1,GB0006928617,UTG
17169,"Consumer, Non-cyclical",UNILEVER INDONESIA TBK PT,UTG,ID1000095706,UTG
17170,"Consumer, Cyclical",UNLIMITED TRAVEL GROUP AB,UTG,SE0001834821,UTG
17171,Communications,REBEL GROUP INC,NOINFO,US75617J1051,REBL
17172,,RBC QUANT CANADIAN EQUITY LE,RCE,CA74933C1005,RCE
17173,"Consumer, Non-cyclical",RECCE PHARMACEUTICALS LTD,RCE,AU000000RCE5,RCE
17174,"Consumer, Cyclical",RECIPE UNLIMITED CORP,RECP,CA75622P1045,RECP
17175,Industrial,ROBBINS & MYERS INC,RBN,US7701961036,RBN
17176,"Consumer, Non-cyclical",RECKITT BENCKISER GROUP PLC,RBN,GB00B24CGK77,RBN
17177,"Consumer, Non-cyclical",RECORDATI INDUSTRIA CHIMICA,REC,IT0003828271,REC
17178,Financial,RECORD PLC,SSMM,GB00B28ZPS36,REC
17179,,EMLES REAL ESTATE CREDIT ETF,REC,US2913616080,REC
17180,Basic Materials,RECHARGE METALS LTD,REC,AU0000170946,REC
17181,Technology,RED BRANCH TECHNOLOGIES INC,NOINFO,US7564201058,RBTI
17182,,RUSSELL INVEST AUST SELECT C,RCB,AU000000RCB1,RCB
17183,Financial,READY CAPITAL CORP,RCB,US75574U4085,RCB
17184,Basic Materials,RED CRESCENT RESOURCES LTD,RCB,CA7565511077,RCB
17185,Basic Materials,RED EAGLE EXPLORATION LTD,XR,CA75656R1091,XR
17186,Basic Materials,RAREX LTD,REE,AU0000068579,REE
17187,"Consumer, Cyclical",REE AUTOMOTIVE LTD - CLASS A,NMS,IL0011786154,REE
17188,Basic Materials,E-TECH RESOURCES INC,REE,CA26926A1030,REE
17189,Communications,RED GIANT ENTERTAINMENT INC,REDG,US75657W1071,REDG
17190,Basic Materials,ROCK EDGE RESOURCES LTD,REDG,CA77208R1082,REDG
17191,"Consumer, Non-cyclical",RESONANCE HEALTH LTD,RHT,AU000000RHT2,RHT
17192,Technology,RELIQ HEALTH TECHNOLOGIES IN,RHT,CA75955T1030,RHT
17193,Technology,RED HAT INC,RHT,US7565771026,RHT
17194,"Consumer, Cyclical",RED LION HOTELS CORP,RLH,US7567641060,RLH
17195,Basic Materials,RED METAL LTD,RDM,AU000000RDM6,RDM
17196,Basic Materials,RED METAL RESOURCES LTD,RMES,CA75679D1033,RMES
17197,Industrial,REMAK SA,RMK,PLREMAK00016,RMK
17198,Basic Materials,RED MOUNTAIN MINING LTD,RMX,AU000000RMX4,RMX
17199,Basic Materials,RED PINE EXPLORATION INC,RPX,CA75686Y7028,RPX
17200,Energy,RED PINE PETROLEUM LTD,RPN,CA75687A1093,RPN
17201,"Consumer, Cyclical",RED PLANET JAPAN INC,3350,JP3481200008,3350
17202,"Consumer, Non-cyclical",AADI BIOSCIENCE INC,XETRA,US00032Q1040,3350
17203,Financial,RED RIVER BANCSHARES INC,NMS,US75686R2022,RRBI
17204,Basic Materials,RED RIVER RESOURCES LTD,RVR,AU000000RVR7,RVR
17205,Basic Materials,RIFT VALLEY RESOURCES CORP,RVR,CA7665442090,RVR
17206,"Consumer, Cyclical",RED ROBIN GOURMET BURGERS,NMS,US75689M1018,RRGB
17207,Basic Materials,RED ROCK RESOURCES PLC,ASQ1,GB00BYWKBV38,RRR
17208,"Consumer, Cyclical",RED ROCK RESORTS INC-CLASS A,NMS,US75700L1089,RRR
17209,Basic Materials,REVOLVER RESOURCES HOLDINGS,RRR,AU0000169559,RRR
17210,"Consumer, Non-cyclical",ROCHE HOLDING AG-GENUSSCHEIN,ROG,CH0012032048,ROG
17211,Basic Materials,ROGERS CORP,ROG,US7751331015,ROG
17212,Energy,RED SKY ENERGY LTD,ROG,AU000000ROG5,ROG
17213,Financial,RED STAR MACALLINE GROUP C-H,1528,CNE100001ZS2,1528
17214,"Consumer, Cyclical",RED TRUCK ENTERTAINMENT INC,RTRK,US7569171009,RTRK
17215,Technology,RED VIOLET INC,SCM,US75704L1044,RDVT
17216,,LYXOR MSCI ASIA PACIFIC,AEJ,LU1900068328,AEJ
17217,Utilities,REDBANK ENERGY LTD,AEJ,AU000000AEJ6,AEJ
17218,,NF TPX-17 AUTO & TRANS EQUIP,1622,JP3046610006,1622
17219,Financial,REDCO PROPERTIES GROUP LTD,1622,KYG733101318,1622
17220,Basic Materials,NABALTEC AG,XETRA,DE000A0KPPR7,NTG
17221,,TORTOISE MIDSTREAM ENERGY,NTG,US89148B2007,NTG
17222,Communications,REDEFY CORP,NOINFO,US75735W1036,RDCO
17223,Financial,REDFIN CORP,NMS,US75737F1084,RDFN
17224,Financial,REDELFI SPA,XETRA,IT0005496101,RDF
17225,"Consumer, Non-cyclical",REDFLEX HOLDINGS LIMITED,RDF,AU000000RDF0,RDF
17226,Financial,REDEFINE PROPERTIES LTD,RDF,ZAE000190252,RDF
17227,Financial,MANHATTAN BRIDGE CAPITAL INC,SCM,US5628031065,LOAN
17228,"Consumer, Non-cyclical",REDHILL BIOPHARMA LTD-SP ADR,NMS,US7574681034,RDHL
17229,"Consumer, Non-cyclical",REDHILL BIOPHARMA LTD,RDHL,IL0011223810,RDHL
17230,Communications,REDIFF.COM INDIA LIMITED-ADR,RFFA,US7574791007,RFFA
17231,Technology,REDINGTON INDIA LTD,REDINGTON,INE891D01026,REDINGTON
17232,Industrial,REDISHRED CAPITAL CORP.,KUT,CA7574891098,KUT
17233,"Consumer, Non-cyclical",REDPOINT BIO CORP,RPBC,US7577361030,RPBC
17234,"Consumer, Cyclical",REDROW PLC,STMM,GB00BG11K365,RDW
17235,Industrial,REDWIRE CORP,RDW,US75776W1036,RDW
17236,"Consumer, Non-cyclical",REGENCELL BIOSCIENCE HOLDING,SCM,KYG7487R1002,RGC
17237,Financial,REDSUN PROPERTIES GROUP LTD,1996,KYG7459A1013,1996
17238,Technology,REDITUS SGPS.,RED,PTRED0AP0010,RED
17239,Basic Materials,RED 5 LTD,RED,AU000000RED3,RED
17240,Basic Materials,BIG RED MINING CORP,RED,CA08947T1057,RED
17241,Financial,REDWOOD CAPITAL BANCORP,CURRENT,US75777X1000,RWCB
17242,Financial,REDWOOD GROUP INTERNATIONAL,NOINFO,US7580541008,RDWD
17243,Financial,REDWOOD TRUST INC,RWT,US7580754023,RWT
17244,"Consumer, Non-cyclical",REDX PHARMA PLC,ASQ1,GB00BSNB6S51,REDX
17245,Communications,REEBONZ HOLDING LTD,RBZHF,KYG7457R1222,RBZHF
17246,"Consumer, Cyclical",REECE LTD,REH,AU000000REH4,REH
17247,"Consumer, Non-cyclical",REEDS INC,SCM,US7583381071,REED
17248,Basic Materials,REEDY LAGOON CORP LTD,RLC,AU000000RLC0,RLC
17249,"Consumer, Cyclical",REEF CASINO TRUST,RCT,AU000000RCT3,RCT
17250,Basic Materials,ROCHESTER RESOURCES LTD,RCT,CA77174P3007,RCT
17251,Industrial,REELCAUSE INC,CURRENT,US75846B1052,RCIT
17252,Communications,REELTIME RENTALS INC,CURRENT,US75845Y2054,RLTR
17253,Financial,REENOVA INVESTMENT HOLDING L,5EC,SG1P04916067,5EC
17254,,REEVES TELECOM LP,REEV,US75865P2092,REEV
17255,Basic Materials,REFEX INDUSTRIES LTD,REFEX,INE056I01017,REFEX
17256,Financial,REGAL INTERNATIONAL GROUP LT,UV1,SG1AE0000008,UV1
17257,Industrial,NIPPO CORP,1881,JP3750200002,1881
17258,Financial,REGAL REAL ESTATE INVESTMENT,1881,HK1881037571,1881
17259,"Consumer, Non-cyclical",REGEN BIOPHARMA INC,CURRENT,US75886M1027,RGBP
17260,"Consumer, Non-cyclical",REGENCY AFFILIATES INC,CURRENT,US7588474046,RAFI
17261,Financial,REGENCY CENTERS CORP,NMS,US7588491032,REG
17262,Basic Materials,REGULUS RESOURCES INC,REG,CA75915M1077,REG
17263,"Consumer, Non-cyclical",REGIS HEALTHCARE LTD,REG,AU000000REG6,REG
17264,"Consumer, Non-cyclical",REVENIO GROUP OYJ,XETRA,FI0009010912,REG
17265,"Consumer, Cyclical",REGNON SA,REG,PLPRNTC00017,REG
17266,Industrial,REGENCY CERAMICS LIMITED,REGENCERA,INE277C01012,REGENCERA
17267,"Consumer, Non-cyclical",REGENERON PHARMACEUTICALS,NMS,US75886F1075,REGN
17268,"Consumer, Non-cyclical",REGENERX BIOPHARMACEUTICALS,CURRENT,US75886X1081,RGRX
17269,"Consumer, Cyclical",REGIS CORP,RGS,US7589321071,RGS
17270,"Consumer, Non-cyclical",REGENEUS LTD,RGS,AU000000RGS6,RGS
17271,"Consumer, Non-cyclical",REGENICIN INC,CURRENT,US75887Q1022,RGIN
17272,"Consumer, Non-cyclical",REGENXBIO INC,NMS,US75901B1070,RGNX
17273,Industrial,REGI US INC,LIMITED,US7589431045,RGUS
17274,"Consumer, Cyclical",REGINA MIRACLE INTERNATIONAL,2199,KYG748071019,2199
17275,Financial,REGIONAL HEALTH PROPERTIES,RHE,US75903M3097,RHE
17276,Financial,REGIONAL MANAGEMENT CORP,RM,US75902K1060,RM
17277,Financial,REGIONAL REIT LTD,SSMM,GG00BYV2ZQ34,RGL
17278,Basic Materials,RIVERSGOLD LTD,RGL,AU000000RGL1,RGL
17279,Basic Materials,ROYAL GOLD INC,RGL,US7802871084,RGL
17280,"Consumer, Cyclical",RENAISSANCE GLOBAL LTD,RGL,INE722H01024,RGL
17281,Financial,REGIONS FINANCIAL CORP,RF,US7591EP1005,RF
17282,Financial,EURAZEO SE,RF,FR0000121121,RF
17283,Basic Materials,REGIS RESOURCES LTD,RRL,AU000000RRL8,RRL
17284,Technology,REGISTRY DIRECT LTD,RD1,AU000000RD14,RD1
17285,Financial,REGO PAYMENT ARCHITECTURES I,RPMT,US7591411043,RPMT
17286,"Consumer, Non-cyclical",REGULUS THERAPEUTICS INC,SCM,US75915K3095,RGLS
17287,Industrial,REIBEL SA,REI,BE0003829463,REI
17288,Energy,RING ENERGY INC,REI,US76680V1089,REI
17289,Financial,REINET INVESTMENTS SCA,RNI,LU0383812293,RNI
17290,Financial,REINSURANCE GROUP OF AMERICA,RGA,US7593516047,RGA
17291,"Consumer, Cyclical",REITMANS (CANADA) LTD,RET,CA7594041062,RET
17292,Financial,RETAIL ESTATES,RET,BE0003720340,RET
17293,Industrial,REKO INTERNATIONAL GROUP INC,REKO,CA75941H1064,REKO
17294,Technology,REKOR SYSTEMS INC,SCM,US7594191048,REKR
17295,"Consumer, Cyclical",RELAXO FOOTWEARS LTD,RELAXO,INE131B01039,RELAXO
17296,"Consumer, Non-cyclical",RELEVIUM TECHNOLOGIES INC,RLV,CA75942W1023,RLV
17297,Technology,RELIABILITY INC,CURRENT,US7599031074,RLBY
17298,"Consumer, Non-cyclical",RELIABLE DATA SERVICES LTD,RELIABLE,INE375Y01018,RELIABLE
17299,Financial,REALIA BUSINESS SA,RLIA,ES0173908015,RLIA
17300,Industrial,RELIABRAND INC,RLIA,US75944L1044,RLIA
17301,Financial,RELIANCE CAPITAL LIMITED,RELCAPITA,INE013A01015,RELCAPITA
17302,Communications,RELIANCE COMMUNICATIONS LTD,RCOM,INE330H01018,RCOM
17303,Financial,RELIANCE GLOBAL GROUP INC,SCM,US75946W2070,RELI
17304,Basic Materials,RELIANCE GLOBAL HOLDINGS LTD,723,BMG8598B1413,723
17305,Financial,RELIANCE HOME FINANCE LTD,RHFL,INE217K01011,RHFL
17306,Energy,RELIANCE INDUSTRIES LIMITED,RELIANCE,INE002A01018,RELIANCE
17307,Utilities,RELIANCE INFRASTRUCTURE LTD,RELINFRA,INE036A01016,RELINFRA
17308,Utilities,RELIANCE POWER LIMITED,RPOWER,INE614G01033,RPOWER
17309,Industrial,RELIANCE WORLDWIDE CORP LTD,RWC,AU000000RWC7,RWC
17310,Industrial,ROCKWELL COLLINS INC,RWC,US7743411016,RWC
17311,Financial,RELIANT BANCORP INC,RBNC,US75956B1017,RBNC
17312,Basic Materials,RELIANT GOLD CORP,RNG,CA75954L1013,RNG
17313,Technology,RINGCENTRAL INC-CLASS A,RNG,US76680R2067,RNG
17314,Communications,RELIANT HOLDINGS INC,CURRENT,US75955V1089,RELT
17315,"Consumer, Non-cyclical",RELIEF THERAPEUTICS HOLDING,RLF,CH0100191136,RLF
17316,"Consumer, Non-cyclical",RLF AGTECH LTD,RLF,AU0000210726,RLF
17317,Financial,LONGFOR GROUP HOLDINGS LTD,XETRA,KYG5635P1090,RLF
17318,Financial,RELIGARE ENTERPRISES LIMITED,RELIGARE,INE621H01010,RELIGARE
17319,"Consumer, Non-cyclical",RELIV INTERNATIONAL INC,CURRENT,US75952R3084,RELV
17320,Financial,RELO GROUP INC,8876,JP3755200007,8876
17321,"Consumer, Non-cyclical",RELX PLC,SET1,GB00B2B0DG97,REL
17322,Communications,REMARK HOLDINGS INC,SCM,US75955K1025,MARK
17323,"Consumer, Non-cyclical",REMEDENT INC,CURRENT,US75954T1043,REMI
17324,,ISHARES MORTGAGE REAL ESTATE,REM,US46435G3424,REM
17325,,PURPOSE EMERGING MARKETS DIV,REM,CA74641E1097,REM
17326,Technology,REMSENSE TECHNOLOGIES LTD,REM,AU0000175820,REM
