,EOD-Code,EOD-Exchange,EOD-Name,EOD-Type,EOD-Country,EOD-Currency,EOD-ISIN,EOD-previousClose,EOD-previousCloseDate
3,CATR,PA,Caterpillar Inc,Common Stock,France,EUR,US1491231015,174.0,2022-07-20
0,CAT,AU,Catapult Grp Intl Ltd,Common Stock,Australia,AUD,AU000000CAT9,0.995,2022-07-20
0,CATC,LSE,CATCo Reinsurance Opportunities Fund Ltd,Common Stock,UK,USD,BMG1961Q4075,1.7,2022-07-20
0,CATY,US,Cathay General Bancorp,Common Stock,USA,USD,US1491501045,41.25,2022-07-20
0,CATO,US,Cato Corporation,Common Stock,USA,USD,US1492051065,12.61,2022-07-20
0,CXU,AU,Cauldron Energy Ltd,Common Stock,Australia,AUD,AU000000CXU9,0.009,2022-07-20
0,CHD,US,Church & Dwight Company Inc,Common Stock,USA,USD,US1713401024,93.25,2022-07-20
0,CAI,VI,CA Immobilien Anlagen AG,Common Stock,Austria,EUR,AT0000641352,31.0,2022-07-20
0,CAI,AU,Calidus Resources Ltd,Common Stock,Australia,AUD,AU000000CAI2,0.62,2022-07-20
0,CAI,V,Capitan Investment Ltd,Common Stock,Canada,CAD,CA14058L1058,0.03,2022-07-19
0,CAI,WAR,Carlson Investments SA,Common Stock,Poland,PLN,PLHOTB000011,51.6,2022-07-19
0,CVCO,US,Cavco Industries Inc,Common Stock,USA,USD,US1495681074,234.88,2022-07-20
0,3760,TSE,Cave Interactive Co Ltd,Common Stock,Japan,JPY,JP3281200000,1403.0,2022-07-20
0,CAV,AU,Carnavale Resources Ltd,Common Stock,Australia,AUD,AU000000CAV5,0.007,2022-07-20
0,CAV1V,HE,Caverion Ord,Common Stock,Finland,EUR,FI4000062781,4.615,2022-07-20
1,0QFC,LSE,Caverion Ord,Common Stock,UK,EUR,FI4000062781,4.605,2022-07-20
0,CAZ,AU,Cazaly Resources Ltd,Common Stock,Australia,AUD,AU000000CAZ6,0.039,2022-07-20
0,CBFV,US,CB Financial Services Inc,Common Stock,USA,USD,US12479G1013,23.01,2022-07-20
0,9852,TSE,CB Group Management Co Ltd,Common Stock,Japan,JPY,JP3518400001,2900.0,2022-07-20
0,CBAT,US,CBAK Energy Technology Inc,Common Stock,USA,USD,US14986C1027,1.27,2022-07-20
0,CBZ,US,CBIZ Inc,Common Stock,USA,USD,US1248051021,41.29,2022-07-20
0,8428,HK,CBK Holdings Ltd,Common Stock,Hong Kong,HKD,KYG1991R1103,0.93,2022-07-19
0,CBLT,V,CBLT Inc,Common Stock,Canada,CAD,CA12507V1040,0.035,2022-07-20
0,CBOE,US,Cboe Global Markets Inc,Common Stock,USA,USD,US12503M1080,121.78,2022-07-20
0,CBRE,US,CBRE Group Inc Class A,Common Stock,USA,USD,US12504L1098,80.2,2022-07-20
1,RF6,F,CBRE Group Inc Class A,Common Stock,Germany,EUR,US12504L1098,77.0,2022-07-20
0,CBTX,US,CBTX Inc,Common Stock,USA,USD,US12481V1044,28.99,2022-07-20
0,CAWW,US,CCA Industries Inc,Common Stock,USA,USD,US1248671026,1.9,2022-07-20
0,CCL-B,TO,CCL Industries Inc,Common Stock,Canada,CAD,CA1249003098,62.57,2022-07-20
0,CCUR,US,CCUR Holdings Inc,Common Stock,USA,USD,US12509F2065,6500.0,2022-07-20
0,CDIIQ,US,CD International Enterprises Inc,Common Stock,USA,USD,US12508A3077,0.0001,2022-07-20
0,CDK,US,CDK Global Holdings LLC,Common Stock,USA,USD,US12508E1010,54.76,2022-07-15
0,J85,SG,CDL Hospitality Trusts,Common Stock,Singapore,SGD,SG1T66931158,1.28,2022-07-20
0,2169,TSE,CDS Co Ltd,Common Stock,Japan,JPY,JP3347040002,1854.0,2022-07-20
0,2169,HK,Canggang Railway Ltd,Common Stock,Hong Kong,HKD,KYG1820D1007,1.6,2022-07-20
0,CDTI,US,CDTi Advanced Materials Inc,Common Stock,USA,USD,US12514V2043,0.4,2022-07-20
0,BXE,SG,CDW Holding Limited,Common Stock,Singapore,SGD,BMG2022E1104,0.25,2022-07-20
0,4320,TSE,CE Holdings Co Ltd,Common Stock,Japan,JPY,JP3346350006,448.0,2022-07-20
0,CZO,V,Ceapro,Common Stock,Canada,CAD,CA1499071076,0.57,2022-07-20
0,CEATLTD,NSE,CEAT Limited,Common Stock,India,INR,INE482A01020,1200.05,2022-07-20
1,CEATLTD,BSE,CEAT LTD.,Common Stock,India,INR,INE482A01020,1200.0,2022-07-20
0,CEBUY,US,Cebu Air Inc ADR,Common Stock,USA,USD,US14985R1005,3.66,2022-07-20
0,CECL,LSE,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,ETF,UK,GBX,LU1900066462,1317.5,2022-07-20
1,LEER,XETRA,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,ETF,Germany,EUR,LU1900066462,15.466,2022-07-20
2,LEER,F,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,ETF,Germany,EUR,LU1900066462,15.312,2022-07-19
3,LYCEC,SW,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,ETF,Switzerland,EUR,LU1900066462,15.506,2022-07-20
0,000591,SHE,CECEP Solar Energy Co Ltd,Common Stock,China,CNY,CNE0000000K1,8.8,2022-07-20
0,CECE,US,CECO Environmental Corp,Common Stock,USA,USD,US1251411013,7.08,2022-07-20
0,2435,TSE,Cedar Co Ltd,Common Stock,Japan,JPY,JP3351630003,170.0,2022-07-20
0,CDR,US,Cedar Realty Trust Inc,Common Stock,USA,USD,US1506026053,29.02,2022-07-20
0,CDR,WAR,CD PROJEKT SA,Common Stock,Poland,PLN,PLOPTTC00011,94.4,2022-07-20
1,0LX1,LSE,CD PROJEKT SA,Common Stock,UK,PLN,PLOPTTC00011,99.0,2022-07-20
0,CWP,AU,Cedar Woods Properties Ltd,Common Stock,Australia,AUD,AU000000CWP1,4.1,2022-07-20
0,AVV,LSE,AVEVA Group PLC,Common Stock,UK,GBX,GB00BBG9VN75,2312.0,2022-07-20
1,4A91,F,AVEVA Group PLC,Common Stock,Germany,EUR,GB00BBG9VN75,26.0,2022-07-20
2,AVEVF,US,AVEVA Group PLC,Common Stock,USA,USD,GB00BBG9VN75,27.75,2022-07-19
0,CE,MI,Credito Emiliano S.p.A,Common Stock,Italy,EUR,IT0003121677,5.53,2022-07-20
0,CE,US,Celanese Corporation,Common Stock,USA,USD,US1508701034,115.46,2022-07-20
0,CE,ST,Cortus Energy AB (publ),Common Stock,Sweden,SEK,SE0001296542,0.1544,2022-07-20
0,CELC,US,Celcuity LLC,Common Stock,USA,USD,US15102K1007,9.7,2022-07-20
0,CELEBRITY,NSE,Celebrity Fashions Limited,Common Stock,India,INR,INE185H01016,13.05,2022-07-20
1,532695,BSE,Celebrity Fashions Limited,Common Stock,India,INR,INE185H01016,13.06,2022-07-20
2,CELEBRITY,BSE,CELEBRITY FASHIONS LTD.,Common Stock,India,INR,INE185H01016,13.06,2022-07-20
0,1049,HK,Celestial Asia Securities Holdings Ltd,Common Stock,Hong Kong,HKD,BMG2007W1432,1.53,2022-07-20
0,CELESTIAL,NSE,Celestial Biolabs Limited,Common Stock,India,INR,INE221I01017,1.75,2022-07-20
0,CXUS,US,Celexus Inc,Common Stock,USA,USD,US15103Y1091,0.0009,2022-07-20
0,CMXC,US,Cell MedX Corp,Common Stock,USA,USD,US15115X1072,0.07,2022-07-20
0,CLCS,US,Cell Source Inc,Common Stock,USA,USD,US15114L1044,0.75,2022-07-19
0,CEL,AU,Challenger Exploration Ltd,Common Stock,Australia,AUD,AU000000CEL8,0.2,2022-07-20
0,CEL,LSE,Celadon Pharmaceuticals PLC,Common Stock,UK,GBX,GB00BDQYGP38,80.5,2022-07-20
0,CEL,TA,Cellcom Israel Ltd,Common Stock,Israel,ILA,IL0011015349,1855.0,2022-07-20
1,CELJF,US,Cellcom Israel Ltd,Common Stock,USA,USD,IL0011015349,5.23,2022-07-20
0,CUBE,US,CubeSmart,Common Stock,USA,USD,US2296631094,43.09,2022-07-20
0,CLDX,US,Celldex Therapeutics Inc,Common Stock,USA,USD,US15117B2025,31.62,2022-07-20
0,CLRB,US,Cellectar Biosciences Inc,Common Stock,USA,USD,US15117F5008,0.59,2022-07-20
0,ALCLS,PA,Cellectis,Common Stock,France,EUR,FR0010425595,2.718,2022-07-20
0,CLT,AU,Cellnet Group Ltd,Common Stock,Australia,AUD,AU000000CLT6,0.025,2022-07-20
0,CLNX,MC,Cellnex Telecom SA,Common Stock,Spain,EUR,ES0105066007,41.0,2022-07-20
1,472,F,Cellnex Telecom SA,Common Stock,Germany,EUR,ES0105066007,41.36,2022-07-20
0,CLNV,US,Clean Vision Corp,Common Stock,USA,USD,US18452W1045,0.019,2022-07-20
0,7776,TSE,CellSeed Inc,Common Stock,Japan,JPY,JP3423530009,158.0,2022-07-20
0,CLSN,US,Celsion Corp,Common Stock,USA,USD,US15117N6022,2.19,2022-07-20
0,CELH,US,Celsius Holdings Inc,Common Stock,USA,USD,US15118V2079,79.9,2022-07-20
0,CLA,AU,Celsius Resources Ltd,Common Stock,Australia,AUD,AU000000CLA6,0.016,2022-07-20
0,CLA,MI,Clabo S.p.A,Common Stock,Italy,EUR,IT0005091324,2.18,2022-07-20
0,CWE,PA,Amundi Index Solutions - Amundi MSCI World Energy UCITS ETF-C EUR,ETF,France,EUR,LU1681046006,351.25,2022-07-20
1,CWE,MI,Amundi Index Solutions - Amundi MSCI World Energy UCITS ETF-C EUR,ETF,Italy,EUR,LU1681046006,351.53,2022-07-20
2,WDNR,XETRA,Amundi Index Solutions - Amundi MSCI World Energy UCITS ETF-C EUR,ETF,Germany,EUR,LU1681046006,352.5,2022-07-20
3,WDNR,F,Amundi Index Solutions - Amundi MSCI World Energy UCITS ETF,ETF,Germany,EUR,LU1681046006,348.95,2022-07-20
0,CMBN,SW,Cembra Money Bank AG,Common Stock,Switzerland,CHF,CH0225173167,70.3,2022-07-20
0,CMB,MI,Cembre S.p.A,Common Stock,Italy,EUR,IT0001128047,26.0,2022-07-20
0,CMB,V,CMC Metals Ltd,Common Stock,Canada,CAD,CA12571Q4034,0.13,2022-07-20
1,CMCXF,US,CMC Metals Ltd,Common Stock,USA,USD,CA12571Q4034,0.092,2022-07-20
0,4999,TSE,Cemedine Co Ltd,Common Stock,Japan,JPY,JP3423400005,996.0,2022-07-20
0,CETX,US,Cemtrex Inc,Common Stock,USA,USD,US15130G6008,0.3234,2022-07-20
0,CENER,BR,Cenergy Holdings SA,Common Stock,Belgium,EUR,BE0974303357,2.805,2022-07-20
0,CNKS,LSE,Cenkos Securities Plc,Common Stock,UK,GBX,GB00B1FLHR07,56.5,2022-07-20
0,CVE,US,Cenovus Energy Inc,Common Stock,USA,USD,CA15135U1093,17.75,2022-07-20
1,CVE,TO,Cenovus Energy Inc,Common Stock,Canada,CAD,CA15135U1093,22.86,2022-07-20
0,CEY,LSE,Centamin PLC,Common Stock,UK,GBX,JE00B5TT1872,79.62,2022-07-20
1,CEE,TO,Centamin PLC,Common Stock,Canada,CAD,JE00B5TT1872,1.21,2022-07-20
2,7CT,F,Centamin PLC,Common Stock,Germany,EUR,JE00B5TT1872,0.8842,2022-07-20
0,CEY,US,VictoryShares Emerging Market High Div Volatility Wtd,ETF,USA,USD,US92647N8083,18.27,2022-07-20
0,CAU,LSE,Centaur Media,Common Stock,UK,GBX,GB0034291418,46.5,2022-07-20
0,CAU,AU,Cronos Australia Ltd,Common Stock,Australia,AUD,AU0000060691,0.2,2022-07-20
0,0941,HK,China Mobile Ltd,Common Stock,Hong Kong,HKD,HK0941009539,50.5,2022-07-20
0,CTM,AU,Centaurus Metals Ltd,Common Stock,Australia,AUD,AU000000CTM4,1.005,2022-07-20
0,CTM,V,Canterra Minerals Corporation,Common Stock,Canada,CAD,CA1381342007,0.095,2022-07-20
0,CTM,ST,Catena Media plc,Common Stock,Sweden,SEK,MT0001000109,31.23,2022-07-20
0,CNC,US,Centene Corp,Common Stock,USA,USD,US15135B1017,90.16,2022-07-20
1,QEN,F,Centene Corp,Common Stock,Germany,EUR,US15135B1017,89.14,2022-07-20
0,CNC,V,Canada Nickel Company Inc,Common Stock,Canada,CAD,CA13515Q1037,1.56,2022-07-20
0,603098,SHG,Center International Group Co Ltd,Common Stock,China,CNY,CNE100002GL5,34.0,2022-07-20
0,CNP,US,CenterPoint Energy Inc,Common Stock,USA,USD,US15189T1079,29.38,2022-07-20
0,INGR,US,Ingredion Incorporated,Common Stock,USA,USD,US4571871023,87.11,2022-07-20
0,CG,TO,Centerra Gold Inc,Common Stock,Canada,CAD,CA1520061021,7.7,2022-07-20
1,CGAU,US,Centerra Gold Inc,Common Stock,USA,USD,CA1520061021,5.95,2022-07-20
0,CAML,LSE,Central Asia Metals Plc,Common Stock,UK,GBX,GB00B67KBV28,230.0,2022-07-20
0,CENTRALBK,NSE,Central Bank of India,Common Stock,India,INR,INE483A01010,18.05,2022-07-20
1,532885,BSE,Central Bank of India,Common Stock,India,INR,INE483A01010,18.1,2022-07-20
2,CENTRALBK,BSE,CENTRAL BANK OF INDIA,Common Stock,India,INR,INE483A01010,18.1,2022-07-20
0,1375,TSE,Yukiguni Maitake Co Ltd,Common Stock,Japan,JPY,JP3947010009,943.0,2022-07-20
0,1375,HK,Central China Securities Holdings Co Ltd,Common Stock,Hong Kong,HKD,CNE100001SS7,1.2,2022-07-20
0,CDSL,NSE,Central Depository Services (India) Limited,Common Stock,India,INR,INE736A01011,1123.65,2022-07-20
0,CFBK,US,CF Bankshares Inc,Common Stock,USA,USD,US12520L1098,20.58,2022-07-20
0,4044,TSE,Central Glass Co Ltd,Common Stock,Japan,JPY,JP3425000001,3180.0,2022-07-20
0,9022,TSE,Central Japan Railway Co.,Common Stock,Japan,JPY,JP3566800003,15395.0,2022-07-20
0,CPF,US,Central Pacific Financial Corp,Common Stock,USA,USD,US1547604090,22.65,2022-07-20
0,0267,HK,Citic Pacific,Common Stock,Hong Kong,HKD,HK0267001375,8.36,2022-07-20
0,CTP,AU,Central Petroleum Ltd,Common Stock,Australia,AUD,AU000000CTP7,0.11,2022-07-20
0,CET,US,Central Securities Corporation,Common Stock,USA,USD,US1551231020,35.94,2022-07-20
0,CET,TO,Cathedral Energy Services Ltd,Common Stock,Canada,CAD,CA14916J1021,0.62,2022-07-20
0,9740,TSE,Central Security Patrols Co Ltd,Common Stock,Japan,JPY,JP3425400003,2670.0,2022-07-20
0,CVCY,US,Central Valley Community Bancorp,Common Stock,USA,USD,US1556851004,16.18,2022-07-20
0,CWIR,US,Central Wireless Inc,Common Stock,USA,USD,US15607P1093,0.0001,2022-07-20
0,CNIC,LSE,Centranic Group Plc,Common Stock,UK,GBX,GB00BCCW4X83,137.0,2022-07-20
0,CAF,US,Morgan Stanley China A Share Closed Fund,FUND,USA,USD,US6174681030,16.24,2022-07-20
0,CAF,AU,Centrepoint Alliance Ltd,Common Stock,Australia,AUD,AU000000CAF8,0.295,2022-07-20
0,CAF,MC,Construcciones y Auxiliar de Ferrocarriles SA,Common Stock,Spain,EUR,ES0121975009,28.55,2022-07-20
1,0RKF,LSE,Construcciones y Auxiliar de Ferrocarriles SA,Common Stock,UK,EUR,ES0121975009,28.65,2022-07-20
0,CAF,V,Canaf Investments Inc,Common Stock,Canada,CAD,CA13682P1027,0.11,2022-07-19
0,CXM,AU,Centrex Metals Ltd,Common Stock,Australia,AUD,AU000000CXM6,0.135,2022-07-20
0,CXM,US,Sprinklr Inc,Common Stock,USA,USD,US85208T1079,11.47,2022-07-20
0,CHE,US,Chemed Corp,Common Stock,USA,USD,US16359R1032,498.12,2022-07-20
0,CENTRUM,NSE,Centrum Capital Limited,Common Stock,India,INR,INE660C01027,23.55,2022-07-20
1,501150,BSE,Centrum Capital Limited,Common Stock,India,INR,INE660C01027,23.5,2022-07-20
2,CENTRUM,BSE,CENTRUM CAPITAL LTD.,Common Stock,India,INR,INE660C01027,23.5,2022-07-20
0,LEU,US,Centrus Energy,Common Stock,USA,USD,US15643U1043,31.06,2022-07-20
0,CENTUM,NSE,Centum Electronics Limited,Common Stock,India,INR,INE320B01020,418.1,2022-07-20
1,517544,BSE,Centum Electronics Limited,Common Stock,India,INR,INE320B01020,420.3,2022-07-20
2,CENTUM,BSE,CENTUM ELECTRONICS LTD.,Common Stock,India,INR,INE320B01020,420.3,2022-07-20
0,CNI,US,Canadian National Railway Co,Common Stock,USA,USD,CA1363751027,114.75,2022-07-20
1,CNR,TO,Canadian National Railway Co,Common Stock,Canada,CAD,CA1363751027,147.77,2022-07-20
0,CNI,AU,Centuria Capital Ltd,Common Stock,Australia,AUD,AU000000CNI5,2.0,2022-07-20
0,6090,TSE,Human Metabolome Technologies Inc,Common Stock,Japan,JPY,JP3794530000,810.0,2022-07-20
0,OU8,SG,Centurion Corporation Limited,Common Stock,Singapore,SGD,SG2D51973063,0.35,2022-07-20
1,6090,HK,Centurion Corporation Ltd,Common Stock,Hong Kong,HKD,SG2D51973063,1.97,2022-07-20
0,CENX,US,Century Aluminum Company,Common Stock,USA,USD,US1564311082,7.15,2022-07-20
0,CNTY,US,Century Casinos Inc,Common Stock,USA,USD,US1564921005,7.92,2022-07-20
0,CENTENKA,NSE,Century Enka Limited,Common Stock,India,INR,INE485A01015,420.2,2022-07-20
1,500280,BSE,Century Enka Limited,Common Stock,India,INR,INE485A01015,419.95,2022-07-20
2,CENTENKA,BSE,CENTURY ENKA LTD.,Common Stock,India,INR,INE485A01015,419.95,2022-07-20
0,CENTEXT,NSE,Century Extrusions Limited,Common Stock,India,INR,INE281A01026,9.5,2022-07-20
1,CENTEXT,BSE,CENTURY EXTRUSIONS LTD.,Common Stock,India,INR,INE281A01026,9.54,2022-07-20
0,CYFL,US,Century Financial Corp,Common Stock,USA,USD,US15652L1026,32.0,2022-07-19
0,CNT,TO,Century Global Commodities Corp,Common Stock,Canada,CAD,KYG2029R1065,0.12,2022-07-19
1,CEUMF,US,Century Global Commodities Corp,Common Stock,USA,USD,KYG2029R1065,0.021,2022-07-20
0,CNTY,US,Century Casinos Inc,Common Stock,USA,USD,US1564921005,7.92,2022-07-20
0,CNT,WAR,Centrum Nowoczesnych Technologii SA,Common Stock,Poland,PLN,PLERGPL00014,20.0,2022-07-20
0,2113,HK,Century Group International Holdings Ltd,Common Stock,Hong Kong,HKD,KYG2031R1020,0.233,2022-07-20
0,CENTURYPLY,NSE,Century Plyboards (India) Limited,Common Stock,India,INR,INE348B01021,591.7,2022-07-20
1,532548,BSE,Century Plyboards (India) Limited,Common Stock,India,INR,INE348B01021,592.55,2022-07-20
2,CENTURYPLY,BSE,CENTURY PLYBOARDS (I) LTD.-$,Common Stock,India,INR,INE348B01021,592.55,2022-07-20
0,CENTURYTEX,NSE,Century Textiles & Industries Limited,Common Stock,India,INR,INE055A01016,782.5,2022-07-20
1,500040,BSE,Century Textiles and Industries Limited,Common Stock,India,INR,INE055A01016,781.9,2022-07-20
2,CENTURYTEX,BSE,CENTURY TEXTILES & INDUSTRIES LTD.,Common Stock,India,INR,INE055A01016,781.9,2022-07-20
0,CTL,LSE,CleanTech Lithium plc,Common Stock,UK,GBX,JE00BPCP3Z37,21.5,2022-07-20
0,CEK,F,CeoTronics AG,Common Stock,Germany,EUR,DE0005407407,4.66,2022-07-20
0,CQE,AU,Charter Hall Education Trust,Common Stock,Australia,AUD,AU0000030645,3.65,2022-07-20
0,CERA,NSE,Cera Sanitaryware Limited,Common Stock,India,INR,INE739E01017,4199.9,2022-07-20
1,CERA,BSE,CERA SANITARYWARE LTD.,Common Stock,India,INR,INE739E01017,4207.3999,2022-07-20
0,CRNT,US,Ceragon Networks Ltd,Common Stock,USA,USD,IL0010851660,2.64,2022-07-20
0,CRP,TO,Ceres Global Ag Corp,Common Stock,Canada,CAD,CA1567701091,3.16,2022-07-20
0,CRPX,LSE,Lyxor UCITS Corporate Bond C-EUR,ETF,UK,GBX,LU1829219127,11990.0,2022-07-20
1,CRP,PA,Lyxor UCITS Corporate Bond C-EUR,ETF,France,EUR,LU1829219127,141.056,2022-07-20
2,CRPE,MI,Lyxor UCITS Corporate Bond C-EUR,ETF,Italy,EUR,LU1829219127,141.05,2022-07-20
3,LYEB,XETRA,Lyxor UCITS Corporate Bond C-EUR,ETF,Germany,EUR,LU1829219127,140.825,2022-07-20
4,LYEB,F,Lyxor UCITS ETF Euro Corporate Bond,ETF,Germany,EUR,LU1829219127,140.475,2022-07-20
5,LYCRP,SW,Lyxor Euro Corporate Bond UCITS ETF - Acc,ETF,Switzerland,EUR,LU1829219127,140.655,2022-07-19
0,3696,TSE,Ceres Inc,Common Stock,Japan,JPY,JP3423570005,1226.0,2022-07-20
0,CWR,LSE,Ceres Power Holdings PLC,Common Stock,UK,GBX,GB00BG5KQW09,618.8,2022-07-20
1,CFJA,F,Ceres Power Holdings PLC,Common Stock,Germany,EUR,GB00BG5KQW09,6.975,2022-07-20
0,CDAY,US,Ceridian HCM Holding Inc,Common Stock,USA,USD,US15677J1088,55.12,2022-07-20
1,CDAY,TO,Ceridian HCM Holding Inc,Common Stock,Canada,CAD,US15677J1088,71.06,2022-07-20
0,CER,LSE,Cerillion PLC,Common Stock,UK,GBX,GB00BYYX6C66,1005.0,2022-07-20
0,CEGMF,US,Cerro Grande Mining Corp,Common Stock,USA,USD,CA1568671038,0.0052,2022-07-20
0,CERS,US,Cerus Corporation,Common Stock,USA,USD,US1570851014,5.75,2022-07-20
0,CEU,TO,CES Energy Solutions Corp,Common Stock,Canada,CAD,CA15713J1049,2.34,2022-07-20
1,CESDF,US,CES Energy Solutions Corp,Common Stock,USA,USD,CA15713J1049,1.78,2022-07-20
0,CEU,PA,Amundi Index Solutions - Amundi MSCI Europe ESG Broad CTB UCITS ETF DR EUR C,ETF,France,EUR,LU1681042609,265.4918,2022-07-20
1,CEUG,XETRA,Amundi Index Solutions - Amundi MSCI Europe ESG Broad CTB UCITS ETF DR EUR C,ETF,Germany,EUR,LU1681042609,265.6,2022-07-20
2,CEU,MI,Amundi Index Solutions - Amundi MSCI Europe ESG Broad CTB UCITS ETF DR EUR C,ETF,Italy,EUR,LU1681042609,265.45,2022-07-20
3,CEUG,F,Amundi Index Solutions - Amundi MSCI Europe,ETF,Germany,EUR,LU1681042609,265.15,2022-07-20
4,CEU,SW,Amundi Index Solutions - Amundi MSCI Europe ESG Broad CTB UCITS ETF DR EUR C,ETF,Switzerland,EUR,LU1681042609,266.8,2022-07-20
0,ALCES,PA,Cesar SA,Common Stock,France,EUR,FR0013297165,0.1,2022-07-19
0,CESC,NSE,CESC Limited,Common Stock,India,INR,INE486A01021,74.85,2022-07-20
1,CESC,BSE,CESC LTD.,Common Stock,India,INR,INE486A01021,74.8,2022-07-20
0,CEV,MC,Compania Espanola de Viviendas en Alquiler SA,Common Stock,Spain,EUR,ES0132955008,7.25,2022-07-20
0,CYL,AU,Catalyst Metals Ltd,Common Stock,Australia,AUD,AU000000CYL6,1.34,2022-07-20
0,CYL,V,Ceylon Graphite Corp,Common Stock,Canada,CAD,CA15722J1030,0.11,2022-07-20
0,AORT,US,Artivion Inc,Common Stock,USA,USD,US2289031005,19.03,2022-07-20
0,CFY,V,CF Energy Corp,Common Stock,Canada,CAD,CA12529J1057,0.355,2022-07-20
0,CF,TO,Canaccord Genuity Group Inc,Common Stock,Canada,CAD,CA1348011091,9.11,2022-07-20
0,CF,US,CF Industries Holdings Inc,Common Stock,USA,USD,US1252691001,85.59,2022-07-20
0,CFO,US,VictoryShares US 500 Enhanced Volatility Wtd ETF,ETF,USA,USD,US92647N7820,65.39,2022-07-20
0,CFO,AU,Cfoam Ltd,Common Stock,Australia,AUD,AU000000CFO9,0.004,2022-07-20
0,CGEI,US,CGE Energy Inc,Common Stock,USA,USD,US1252861042,0.6105,2022-07-20
0,000881,SHE,CGN Nuclear Technology Development Co Ltd,Common Stock,China,CNY,CNE000000842,8.91,2022-07-20
0,CGRA,US,Cgrowth Capital Inc,Common Stock,USA,USD,US15722A1025,0.005,2022-07-20
0,OYL,V,CGX Energy Inc.,Common Stock,Canada,CAD,CA1254055066,1.25,2022-07-20
1,GXCN,F,CGX Energy Inc.,Common Stock,Germany,EUR,CA1254055066,0.703,2022-07-20
0,C13,PA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF DR,ETF,France,EUR,FR0010754135,162.87,2022-07-20
1,C13,MI,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF DR,ETF,Italy,EUR,FR0010754135,162.88,2022-07-20
2,18MX,XETRA,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF,ETF,Germany,EUR,FR0010754135,162.875,2022-07-20
3,18MX,F,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF,ETF,Germany,EUR,FR0010754135,162.805,2022-07-20
0,C13,SG,CH Offshore Ltd,Common Stock,Singapore,SGD,SG1N22909146,0.05,2022-07-19
0,CGH,LSE,Chaarat Gold Holdings Ltd,Common Stock,UK,GBX,VGG203461055,12.2,2022-07-20
0,CGLO,US,Hash Labs Inc,Common Stock,USA,USD,US2196321069,0.0022,2022-07-20
0,CGLO,TO,CIBC Global Growth ETF,ETF,Canada,CAD,CA12547N1042,20.68,2022-07-20
0,PERU,V,Chakana Copper Corp,Common Stock,Canada,CAD,CA15748D1069,0.11,2022-07-20
0,CHN,AU,Chalice Gold Mines Ltd,Common Stock,Australia,AUD,AU000000CHN7,4.1,2022-07-20
0,0573,HK,Tao Heung Holdings Ltd,Common Stock,Hong Kong,HKD,KYG8672Y1089,0.86,2022-07-20
0,573,SG,Challenger Technologies Limited,Common Stock,Singapore,SGD,SG1O97915910,0.565,2022-07-19
0,CMH,LSE,Chamberlin Plc,Common Stock,UK,GBX,GB0001870228,4.7,2022-07-20
0,CHMP,US,Champion Industries Inc,Common Stock,USA,USD,US1585202054,3.25,2022-07-19
0,CHAM,TA,Cham Foods (Israel) Ltd,Common Stock,Israel,ILA,IL0003420143,263.1,2022-07-20
0,CIA,US,Citizens Inc,Common Stock,USA,USD,US1747401008,3.87,2022-07-20
0,CIA,AU,Champion Iron Ltd,Common Stock,Australia,AUD,AU000000CIA2,5.0,2022-07-20
1,CIA,TO,Champion Iron Ltd,Common Stock,Canada,CAD,AU000000CIA2,4.45,2022-07-20
0,CIA,MI,Compagnia Immobiliare Azionaria S.p.A,Common Stock,Italy,EUR,IT0003389522,0.0688,2022-07-20
0,CSBR,US,Champions Oncology Inc,Common Stock,USA,USD,US15870P3073,8.33,2022-07-20
0,CHAG,US,Chancellor Group Inc,Common Stock,USA,USD,US15883D1019,0.0023,2022-07-20
0,600333,SHG,Changchun Gas Co Ltd,Common Stock,China,CNY,CNE0000015W4,5.12,2022-07-20
0,000661,SHE,Changchun High & New Technology Industries Group Inc,Common Stock,China,CNY,CNE0000007J8,209.25,2022-07-20
0,000783,SHE,Changjiang Securities Co Ltd,Common Stock,China,CNY,CNE000000SH3,5.52,2022-07-20
0,600525,SHG,Changyuan Group Ltd,Common Stock,China,CNY,CNE000001D64,5.92,2022-07-20
0,2017,HK,Chanhigh Holdings Ltd,Common Stock,Hong Kong,HKD,KYG2121A1004,0.32,2022-07-20
0,ECOM,US,ChannelAdvisor Corp,Common Stock,USA,USD,US1591791009,15.44,2022-07-20
0,ECOG,LSE,Legal & General UCITS ETF Plc - L&G Ecommerce Logistics UCITS ETF,ETF,UK,GBX,IE00BF0M6N54,1121.9,2022-07-20
1,ETLH,XETRA,L&G Ecommerce Logistics UCITS ETF,ETF,Germany,EUR,IE00BF0M6N54,13.176,2022-07-20
2,ECOM,LSE,L&G Ecommerce Logistics UCITS ETF,ETF,UK,USD,IE00BF0M6N54,13.436,2022-07-20
